texts_good	texts_bad	field	error_type
However, one will eat similar food or always sit at home, because one have not any free money.	However, one will eat similar food or sit always at home, because one have not any free money.	syntax	Word_order
Huge companys use large-scale production techniques, which requires a lot of manpower.	Huge companys use large-scale production techniques, what requires a lot of manpower.	syntax	Relative_clause
The human eye loves beauty, it needs to see streetswhich are a kind of art itselff.	The human eye loves beauty, it needs to see streets, which are a kind of art itselff.	syntax	Relative_clause
People may learn about talented artists or directorswhose films you cannot see on TV.	People may learn about talented artists or directors, whose films you cannot see on TV.	syntax	Relative_clause
In 2014 the unemployment rate was, in 2015 began 9,6%.	In 2014 was 11% unemployment rate, in 2015 began 9,6%.	syntax	Word_order
I affirmthat the situation of disproportion of girls to males in universities should be changed, and, moreover, in every subject only male or only female students should be admitted.	I affirmthat the situation of disproportion of girls to males in universities should be changed, and, moreover, in every subject should appear only males or only females.	syntax	Word_order
I agree with other people, who believe that buildings could not be only gray and boring, because architects are artists, but they also know all technologies to make a useful building, that will stay for a long time and that will serve its purpose.	I agree with other people, who believe that buildings could be not only gray and boring, because architects are artists, but they also know all technologies to make a useful building, that will stay for a long time and that will serve its purpose.	syntax	Word_order
I agree with other people, who believe that buildings could be not only gray and boring, because architects are artists, but they also know all technologies to make a useful building that will stay for a long time and that will serve its purpose.	I agree with other people, who believe that buildings could be not only gray and boring, because architects are artists, but they also know all technologies to make a useful building, that will stay for a long time and that will serve its purpose.	syntax	Relative_clause
I agree with - that although - happiness is very important in life, it is very difficult to define what it is.	I agree with - that although - happiness is very important in life, it is very difficult to define what is it.	syntax	Word_order
I agree with this issue and I will give some examples in this essay why it is necessary.	I agree with this issue and I will give some examples why it is necessary in this essay.	syntax	Word_order
I agree with this to some extent, but I think that it is more fair to punish thosewho create pirate copies.	I agree with this to some extent, but I think that it is more fair to punish those, who create pirate copies.	syntax	Relative_clause
I also believe that every man and woman has to produce the food that they can eat and they should sell it to other places.	I also believe that every man and woman has to produce the food that they can eat and other place they should sold.	syntax	Word_order
Being the active user of an air travel on a regular basis, I am fully convinced that the world society should simply put up with the fact that air pollution is an unavoidable and natural process.	I am, being the active user of an air travel on a regular basis, fully convinced that the world society should simply put up with the fact that air pollution is an unavoidable and natural process.	syntax	Word_order
I believe that it is quite a fair opinion.	I believe that it is a quite fair opinion.	syntax	Word_order
I believe that it mostly brings harm to the local communities.	I believe that mostly it brings harm to the local communities.	syntax	Word_order
I believe that people who make these copies and thosewho download them should be punished.	I believe that people who make these copies and those, who download them should be punished.	syntax	Relative_clause
I can only call it like an ugly rubbish or full madness.	I can call it only like an ugly rubbish or full madness.	syntax	Word_order
I can say this to those people: " Someone should start.	I can say to those people this: " Someone should start.	syntax	Word_order
I can see, summarise the information these two illustrate graphically goods were transported between countries in Eastern Europe in 2008 year by rail and road.	I can see, summarise the information these two illustrate graphically goods transported by rail and road, about of countries in Eastern Europe in 2008 year.	syntax	Word_order
I cannot completely agree with this statement and in this essay reasons why air travels are necessary will be examined.	I cannot completely agree with this statement and in this essay will be examined reasons why air travels are necessary.	syntax	Word_order
I am convincedthat a building must serve its purpose, but architects should not forget about beauty.	I am convinced, that a building must serve its purpose, but architects should not forget about beauty.	syntax	Relative_clause
I disagree with the statement because architects should think about  both purposes and appearance.	I disagree with the statement because architects should think about  purposes and apperaence both.	syntax	Word_order
I do not agree with the opinionthat people who download pirate copies of films or music from the Internet are thieves and should be punished.	I do not agree with the opinionthat people, who download pirate copies of films or music on the Internet are thieves and should be punished.	syntax	Relative_clause
I do not agree with this opinion because I have read information on the website of the Russian air travelling company, named Aeroflot, that in a few years they are going to start using another type of fuel which will pollute air less.	I do not agree with this opinion because I have read information on the website of the Russian air travelling company, named Aeroflot, that in a few years they are going to start using another type of fuel which will less polute air.	syntax	Word_order
I generally believe thatthe way we were brought up by our parents  has almost the biggest impact on us, not just some mechanisms which we may or may not have after birth.	I generally believe that nearly the biggest impact on us has the way we were brought up by our parents, not just some mechanisms which we may or may not have after birth.	syntax	Word_order
I have already mentioned international profits that it brings, but having its own large food production would make a country more stable and independent in the eyes of others.	I have already mentioned international profits of it, but having its own large food production would make a country more stable and independent in the eyes of others.	syntax	Relative_clause
I know a lot of creative peoplewho show themselves through music, pictures, film, art, pathroughtthroughgs conveying the most unusual emotions.	I know a lot of creative people, who show themselves through music, pictures, film, art, pathroughtthroughgs conveying the most unusual emotions.	syntax	Relative_clause
I know a lot of reasons to not put the attractiveness of buildings in the first place.	I know a lot of reasons to not put in the first plan the attractiveness of the buildings.	syntax	Word_order
I mean that most of our characteristics are given to us by nature, but people around us also play a significant role in developing those features in us.	I mean that most of our characteristics are given to us by nature, but also people around us play a significant role in developing those features in us.	syntax	Word_order
I personally have met those kinds of peoplewho rebel their families no matter what, who do not lose hope ever, who would do everything and do everything to achieve their goals in life no matter what family they come from.	I personally have met those kinds of people, who rebel their families no matter what, who do not lose hope ever, who would do everything and do everything to achieve their goals in life no matter what family they come from.	syntax	Relative_clause
Personally, I attribute myself to the first type.	I personally attribute myself to the first type.	syntax	Word_order
Personally, I believe that both these aspects of human life are equally essential for people but time and priorities should be distributed in the right way so that people do not become idle but are able to provide themselves and the closest people with everything that is needed.	I personally believe that both these aspects of human life are equally essential for people but time and priorities should be distributed in the right way so that people do not become idle but are able to provide themselves and the closest people with everything that is needed.	syntax	Word_order
I personally believe  everyone has to fight against the evils than one fails in the face of one of them.	I personally believe  has to be all fighting against the evils than one fails in the face of one of them.	syntax	Word_order
I personally thinkthat it can provide us not only practical options, it can be something like music or films and expression our thoughts.	I personally think, that it can provide us not only practical options, it can be something like music or films and expression our thoughts.	syntax	Relative_clause
I Personally feel that the artist must have freedom, because creative people have their own point of view and this pointt can help to understand something that is important  in our life.	I Personally feel that the artist must have freedom, because creative people have their own point of view and this pointt can help to understand something, that is important  in our life.	syntax	Relative_clause
I really cannot imagine how hard it is to study without women.	I really cannot imagine how hard is it to study without women.	syntax	Word_order
I said that it is hard to create, but creating something to show people the world inside you just because you want it; only this deserves money and respect of people.	I said that it is hard to create, but creating something to show people the world inside you just because you want it; this is only deserves money and respect of people.	syntax	Word_order
I strongly agree with it , because if the government cannot help their citizens,  people should overthrow them and to choose new that can improve their well-being and tackle the problems.	I strongly agree with it , because if the government cannot help their citizens,  people should overthrow them and to choose new who can improve their well-being and tackle the problems.	syntax	Relative_clause
I suppose that the activity of multinational companies is beneficial to the local economy in not all cases.	I suppose that the activity of multinational companies is beneficial to the local economy not in all cases.	syntax	Word_order
I suppose that there some other methods should be taken to achieve this goal.	I suppose that there should be taken some other methods to achieve this goal.	syntax	Word_order
I suppose, it is important to help peoplewho  cannot afford buying even some basic and essential things.	I suppose, it is important to help people, who cannot afford buying even some basic and essential things.	syntax	Relative_clause
I think, to authors of this type the government should give freedom to their expression of ideas, because their works can develop our mind and soul.	I think, to authors of this type the government should give freedom to their expression of ideas, because their works can develop our mind and soul.	syntax	Word_order
I think people should work hard for the best future, but they also should not forget about the rest.	I think people should work hard for the best future, but also they should not forget about the rest.	syntax	Word_order
I think that in university must be separate subjects for males and females or must be competitions among students that study this subject.	I think that in university must be separate to male and female subjects or must be competitions among students that study this subject.	syntax	Word_order
I think that increasing the number of sports facilities would really have little effect because person have to want to go to sport.	I think that increasing the number of sports facilities would have really little effect because person have to want to go to sport.	syntax	Word_order
I think that we can solve the problem by decreasing of the amount of flights.	I think that the problem we can solve with decreasing flights.	syntax	Word_order
I think the positive effect of modernization is less than negative effects described above.	I think the positive effect of modernization is less than described above negative effects.	syntax	Word_order
I think the attempt to have courses with equal numbers of male and female students is crashing down because of this fact.	I think the attempt to have equal-numbered maled and femaled courses is crashing down because of this fact.	syntax	Word_order
I think this help will also be relevant for prisoners, because many of them committed crimes for such psychological reasons.	I think this help also will be relevant for prisoners, because many of them committed crimes for such psychological reasons.	syntax	Word_order
I think in several years this will not be relevant because the problem will be solved.	I think in several years this will be not relevant because the problem will be solved.	syntax	Word_order
I think such people mustn't take part in any competition ever again because they don't respect the rules that they have to obey.	I think such people mustn't take part in any competition ever again because they don't respect the rules that they have to obey.	syntax	Relative_clause
I thinkthat it is better to scientist make less bad oil for airplanes, in order not to contribute greatly to air pollution and global warming.	I thinkthat it is better to scientist make less bad oil for airplanes, in order to not contribute greatly to air pollution and global warming.	syntax	Word_order
I thinkthat the purpose of the architects is to build something creative.	I think, that the purpose of the architects is to build something creative.	syntax	Relative_clause
I thinkthat when you really like something, you should support peoplewho have made it.	I thinkthat when you really like something, you should support people, who did it.	syntax	Relative_clause
I would like that there were more and more buildings in my hometown, who save purpose.	I would like that in my native city was more and more buildings, who save purpose.	syntax	Word_order
I would like that in my native city was more and more buildingswhich have the purpose.	I would like that in my native city was more and more buildings, who save purpose.	syntax	Relative_clause
I would like to start with an utterance: tell me who your friend is and I will tell who you are.	I would like to start with an utterance: tell me who is your friend and I will tell who you are.	syntax	Word_order
Personally, I think that copying and sharing music or films on the internet are a kind of theft.	I, personally, think that copying and sharing music or films on the internet are a kind of theft.	syntax	Word_order
If a child does sport from his or her childhood, he or she will probably do it all his or her life and teach young generation to love sport in future.	If a child does sport from his or her childhood, he or she will probably do it all his or her life and teach to love sport young generation in future.	syntax	Word_order
If a child is not taught to act the right way, he or she will not understand what are the reasons of punisment or anger.	If a child is not taught to act the right way, he or she will not understand what the reasons of punishment or angry are.	syntax	Word_order
If a girl want to study fashion but there is no place for her because the place is kept for boy It is not fair if a girl wants to study fashion but there is no place for her because the place is kept for boy.	If a girl want to study fashion but there is no place for her because the place is kept for boy it is not fair.	syntax	Word_order
If a student wants to study a subject where there is not a place for him or her,  it is a problem.	If a student wants to study a subject, where there is not a place for him or her,  it is a problem.	syntax	Relative_clause
If company can not prove the benefits and quality advantages for peoples living, they must all be closed.	If company can not prove the benefits and quality advantages for peoples living, they all must be closed.	syntax	Word_order
If creators lose money, they would not have an opportunity to pay  the actors and other peoplewho were involved in the process of film, clip or song making.	If creators lose money, they would not have an opportunity to pay  the actors and other people, who were involved in the process of film, clip or song making.	syntax	Relative_clause
If creators lose money, they would not have an opportunity to pay  the actors and other people, who were involved in the process of making a film, clip or song.	If creators lose money, they would not have an opportunity to pay  the actors and other people, who were involved in the process of film, clip or song making.	syntax	Word_order
If goverment invests in this project, it is unnecessary not to allow air travel.	If goverment invests in this project, it is unnecessary to not allow air travel.	syntax	Word_order
If in the city a lot of breathtaking buildings, a lot of people will want to see and visit it.	If in the city a lot of breathtaking buildings, a lot of people will want to see it and visit.	syntax	Word_order
If such a research is conducted by the government, there will not be a such result.	If such a research is conducted by the government, there will not be such a result.	syntax	Word_order
If the government gives full freedom to all creative individuals,  will this lead to the growth of creativity in the country?	If the government gives full freedom to all creative individuals,  this will lead to the growth of creativity in the country?	syntax	Word_order
If the groups were quite equal, the students would be more friendly to each other.	If the groups were quite equal, would the students be more friendly to each other.	syntax	Word_order
If the rest of the world doesn't unite its forces to find the cure, these illnesses can put all the human race at risk.	If the rest of the world doesn't unite its forces to find the cure, these illnesses can put at risk all the human race.	syntax	Word_order
If the schools and universities had sport equipment of a good quality more children would be motivate to visit classes on physical culture.	If the schools and universities had a good quality of sport equipment more children would be motivate to visit classes on physical culture.	syntax	Word_order
If the scientists could find it, people could move to another planetwhere environmental and social problems do not exsist.	If the scientists could find it, people could move to another planet, where environmental and social problems do not exsist.	syntax	Relative_clause
If there is somethingthat takes control over our lives, it always makes us feel miserable.	If there is something, that tales control over our lives, it always makes us feel miserable.	syntax	Relative_clause
If universities had accepted equal quantity of students in 16-19 centuries despite of their mental activity, modern society would never have industrial machines, planes and cars just because young scientist who had innovating ideas, were not accepted  to university.	If universities had accepted equal quantity of students in 16-19 centuries despite of their mental activity, modern society would never have industrial machines, planes and cars just because young scientist, who had innovating ideas, were not accepted  to university.	syntax	Relative_clause
If universities teach only equal numbers of male , and female students, these people will get the job in equal measure: there will be menwho work in libraries, in kindergartens , and women, who work in sports centre, in car production.	If universities teach only equal numbers of male , and female students, these people will get the job in equal measure: there will be men, who work in library, in kindergartens , and women, who work in sports centre, in car production.	syntax	Relative_clause
If universities teach only equal numbers of male , and female students, these people will get the job in equal measure: there will be men, who work in library, in kindergartens , and womenwho work in sports centres, in car production.	If universities teach only equal numbers of male , and female students, these people will get the job in equal measure: there will be men, who work in library, in kindergartens , and women, who work in sports centre, in car production.	syntax	Relative_clause
If universities will introduce the policy of accepting equal numbers of males and females to courses, it will lead us to unfair situations because of two facts.	If universities will introduce the policy of accepting to courses equal numbers of males and females, it will lead us to unfair situations because of two facts.	syntax	Word_order
If we are talking about problems that were mentioned in this essay, it must be said that screens are getting safer for eyes every year and microwaves and redusing as hardly as it is possible.	If we are talking about problems, that were mensioned in this essay, it must be said that screens are getting safer for eyes every year and microwaves and redusing as hardly as it is possible.	syntax	Relative_clause
If we compare the charts, we see that one thing is important and it is colourful patterns.	If we compare the charts, we see that important is one thing and it is colourful patterns.	syntax	Word_order
If we compare the result of women with as men's time in as giving term in 2012 it's clear that men's time is more asn twice much as womens time.	If we compare women result with as men's time in as giving term in 2012 it's clear that men's time is more asn twice much as womens time.	syntax	Word_order
If we look at the year 1998 statistics and compare the number of people in each sector we can say that the largest number of people works in education sector and there are all about 125345.	If we look at the 1998 year statistics and compare the number of people in each sector we can say that the largest number of people works in education sector and there are all about 125345.	syntax	Word_order
If we look at the age group of 16-24 years, we can see that 282 minutes were spent by men on this kind of activities, while women did sports and exercises for only 114 minutes, which is more than twice less.	If we look at the age group of 16-24 years, we can see that 282 minutes were spent by men on this kind of activities, while women did sports and exercises only for 114 minutes, which is more than twice less.	syntax	Word_order
If we look on the one side of this problem, we will indeed say "Yes!".	If we look on the one side of this problem, we will say actually "Yes!".	syntax	Word_order
If we take a look on local small clothes brands, they have a small number of workplaces and it does not even need to be noticed.	If we take a look on local small clothes brands, they have a small number of workplaces and it is even do not need to be noticed.	syntax	Word_order
If we did not hve smll businesses, we did not hve  knowledge bout how  it works from inside.	If we would not hve smll businesses, we would not hve  knowledge bout how  it works from inside.	syntax	Relative_clause
If you drop a bottle on the ground, you will get a paper with a sum which you should pay soon.	If you drop a bottle on the ground, soon you will get a paper with a sum, which you should pay.	syntax	Word_order
If you look at the phone all the time, your eyes get tired.	If you look everytime in phone, your eyes get tired.	syntax	Word_order
If you want it, you can go and buy, but, sure, there are peoplewho think that it is not worth it, and because of this they make copies and spread them.	If you want it, you can go and buy, but, sure, there are people, who think that it is not worth it, and because of this they make copies and spread them.	syntax	Relative_clause
If you watch on the map in the internet where information about different directions is shown.	If you watch on the map in the internet where shows informations about diferent direction every second.	syntax	Word_order
Imagine a housethat would be beautiful in your opinion, and a housethat would not.	Imagine a house, that would be beautiful in your opinion, and a house, that would not.	syntax	Relative_clause
Imagine a housethat would be beautiful in your opinion, and a housethat would not.	Imagine a house, that would be beautiful in your opinion, and a house, that would not.	syntax	Relative_clause
Imagine that there is a manwho loves cinema art with all of his heart.	Imagine that there is a man, who loves cinema art with all his heart.	syntax	Relative_clause
Imagine what would happen to people and the world but for technology.	Imagine without technology, that would happen to the people and the world.	syntax	Word_order
Import of food does not just make economy stronger, but can also help other countries.	Import of food does not just make economy stronger, but also can help other countries.	syntax	Word_order
In 1979 there was 10 percent of peoplewho visits the UK and around 13 percent of UK residentswho visits abroad.	In 1979 there was 10 percent of people, who visits the UK and around 13 percent of UK residents, who visits abroad.	syntax	Relative_clause
In 1979 there was 10 percent of peoplewho visits the UK and around 13 percent of UK residentswho visits abroad.	In 1979 there was 10 percent of people, who visits the UK and around 13 percent of UK residents, who visits abroad.	syntax	Relative_clause
In 1980 there was a huge difference in salaries in Japan, the USA and the UK.	In 1980 in Japan, USA and UK was a huge difference in salaries.	syntax	Word_order
In 1980 it remained almost the same until it started to increase rapidly after 2020.	In 1980 it remained almost the same until it started rapidly increasing after 2020.	syntax	Word_order
In 1985 the percentage of elderly people in Japan began to increase slowly.	In 1985 the percentage of elderly people in Japan began slowly increasing.	syntax	Word_order
In 1990, 57 percent of boys and 51 percent of girls were physically active regularly.	In 1990, 57 percent of boys and 51 percent of girls were regularly physically active.	syntax	Word_order
In 1995 New Zealand had the smallest percentage , only about 11% (it was bigger than Germany's percentage in 1990).	In 1995 the smallest one percentage had New Zeland , only about 11% (it was bigger than Germany's percentage in 1990).	syntax	Word_order
In 1999, Internet was provided in 15% of houses in cities, whereas web access in rural areas dramatically increased from 15 to 55 per cent, however rise of quantity of rural householdshttp://news.unipv.it/?p=63576, was even more significant by 33% in 5 years.	In 1999, Internet was provided in 15% of houses in cities, whereas web access in rural areas dramatically increased from 15 to 55 per cent, however rise of quantity of rural households, which had Internet connection, was even more significant by 33% in 5 years.	syntax	Relative_clause
In 2000 the rest of the world has almost half the number of children without access to primary school that Africa has.	In 2000 the rest of the world has almost half the number of children without access to primary school than Africa has.	syntax	Relative_clause
In 2000 in the Rest of World which number of children was 23,3 million decreased by 2012 on 7 million and consisted of 15,3 million of children.	In 2000 in the Rest of World which number of children was 23,3 million decreased by 2012 on 7 million and consisted of 15,3 million of children.	syntax	Relative_clause
In 2000, more than half people in Yemen were aged 0-14 years.	In 2000, more than half people in Yemen aged were 0-14 years.	syntax	Word_order
In 2005 there were 25% of overweight boys and 22% of girls , which was almost twice as much as there used to be in 1985 (11 and 12% respectively).	In 2005 there were 25% of overweight boys and 22% of girls which was almost twice as much as there used to be in 1985 (11 and 12% respectively).	syntax	Relative_clause
In 2012, aged of 16 to 24 people did more sports, than those of other ages.	In 2012, aged of 16 to 24 people did sports more, than those of other ages.	syntax	Word_order
In 2012, there was a giant gap between 16-24 years old men and womenwho actively did sport, 282,1 and 114,1 minutes respectively.	In 2012, there was a giant gap between 16-24 years old men and women, who actively did sport, 282,1 and 114,1 minutes respectively.	syntax	Relative_clause
In 2014 it was 5.9 percent and in 2015 it was also  5.9 percent.	In 2014 it was 5.9 percent and in 2015 it also was 5.9 percent.	syntax	Word_order
In 2014 Northern Africa was the leader in the amount of unemployment.	In 2014 the leader of the number of unemployment is Nothern Africa.	syntax	Word_order
In 2016, 100 pupils of the age of 15-17 underwent a researchwhich provided us with the information of young people tending to change their mind on a certain case under the pressure of his friends.	In 2016, 100 pupils of the age of 15-17 underwent a research, which provided us with the information of young people tending to change their mind on a certain case under the pressure of his friends.	syntax	Relative_clause
By 2040 this figure will probably be even bigger than 25%.	By 2040 this figure probably will be even bigger than 25%.	syntax	Word_order
In 2050 the situation will not change dramatically.	In 2050 the situation will not dramatically change.	syntax	Word_order
In the 20th century the Soviet Union have a policy to restrict artists: the ones who allow themselves to make  controversial works were imprisoned in order to make the nation more "clean".	In the 20th century the Soviet Union have a policy to restrict artists: the ones, who allow themselves to make  controversial works were imprisoned in order to make the nation more "clean".	syntax	Relative_clause
In Australia the situation slightly differed, as female workers outnumbered their male counterparts.	In Australia the situation differed slightly, as female workers outnumbered their male counterparts.	syntax	Word_order
In China and the UK the summary cost of the print books will decrease slightly to 4.2 and to 2 billion dollars, respectively, and the cost of eBook will slightly increase, to 1 and 2.3 billion dollars.	In China and the UK the summary cost of the print books will slightly decrease to 4.2 and to 2 billion dollars, respectively, and the cost of eBook will slightly increase, to 1 and 2.3 billion dollars.	syntax	Word_order
In China and the UK the summary cost of the print books will slightly decrease to 4.2 and to 2 billion dollars, respectively, and the cost of eBook will increase slightly, to 1 and 2.3 billion dollars.	In China and the UK the summary cost of the print books will slightly decrease to 4.2 and to 2 billion dollars, respectively, and the cost of eBook will slightly increase, to 1 and 2.3 billion dollars.	syntax	Word_order
In Germany a different pattern can be seen: these two markets used to vary significantly there , with printing costing 6 billion and eBook market 6 times less.	In Germany a different pattern can be seen: there these two markets used to vary significantly, with printing costing 6 billion and eBook market 6 times less.	syntax	Word_order
In Germany the tendency to print books will not change in future, 6 billion will still be spent on it.	In Germany the tendency to print books will not change in future, Still 6 billion will be spent on it.	syntax	Word_order
In 2010 in Indonesia the percentage of male services workers reached 56% and in Australia 65%.	In Indonesia in 2010 the percentage of male services workers reached 56% and in Australia 65%.	syntax	Word_order
In Italy, the smallest part also does not change.	In Italy, also the smallest part don't change.	syntax	Word_order
In Italy the situation will change as well, we can seethat the biggest part of the diagram will take people aged 15 to 59 years, as it was in 2000.	In Italy the situation will change as well, we can see, that the biggest part of the diagram will take people aged 15 to 59 years, as it was in 2000.	syntax	Relative_clause
The same could be seen in Latin America, but not so reasonable changes having the year rate in Latin America fall by only 1%.	In Latin America can be seen same, but not so reasonable changes having the year rate in Latin America fall by only 1%.	syntax	Word_order
In the Middle East the difference between 2014 and 2015 unemployment rates is 1.4%, furthermore, it showsthat the number of peoplewho found jobs, growths, so the unemployment rate is falling.	In the Middle East the difference between 2014 and 2015 unemployment rates is 1.4%, furthermore, it showsthat the number of people, who found job, growths, so the unemployment rate is falling.	syntax	Relative_clause
In Russia, for example, leading gas companies (Lukoil, Gazprom) not only work on production of fuels, but they do various researches concerning our Earth's surface.	In Russia, for example, leading gas companies (Lukoil, Gazprom) work not only on production of fuels, but they do various researches concerning our Earth's surface.	syntax	Word_order
In South Asia very big changes: in 2000 girls without access to primary school education 21.6 million and in 2012 4.8 million.	In South Asia very big changes: in 2000 girls without access to primary school education 21.6 million and in 2012 4.8 million.	syntax	Word_order
There was also a sharp reduction from 33 million up to 10 million in South Asia.	In South Asia was also a sharp reduction from 33 million up to 10 million.	syntax	Word_order
In the USA the cost of the print books will decrease to 7.5 billion dollars and the development of the eBooks will increase slightly to 8.5 billion dollars.	In the USA the cost of the print books will decrease to 7.5 billion dollars and the development of the eBooks will slightly increase to 8.5 billion dollars.	syntax	Word_order
In Yemen, the number of children was at its peak in the 2000 , but in 2050  statisticans think that the number of people in ages 15-59 will comprise the bigger part of the populations of Yemen.	In Yemen, the number of children was at its peak in the 2000 , but in 2050  statisticans think that the number of people in ages 15-59 will comprise the bigger part of the populations of Yemen.	syntax	Word_order
In addition the second biggest sectors of the diagrams show percentage of delivered manufatured goods, and they were almost equal for each kind of transportation.	In addition the second biggest sectors of the diagrams show percentage of manufactured goods delievered, and they were almost equal for each kind of transportation.	syntax	Word_order
In addition, the level of electricity spending increases in the evening hours in winter.	In addition, the level of spending electricity increases in the evening hours in winter.	syntax	Word_order
In addition to that, there are various examples of childrenwho were growing up without parents or any close relatives at all.	In addition to that, there are various examples of children, who were growing up without parents or any close relatives at all.	syntax	Relative_clause
In addition to this, having a gap year can cause children to  stop their development and get stuck in the routine, so in this case the university studies  can help to prevent this situation.	In addition to this, having a gap year children can stop their development and get stuck in the routine, so in this case the university studies  can help to prevent this situation.	syntax	Word_order
In addition to that, it is a highly arguable question whether we need to find and punish the person, who downloaded the file at the first place, or collect the list of all people shared that information to label them as copyright breakers.	In addition to that, it is a highly arguable question whether we need to find the person to punish, who downloaded the file at the first place, or collect the list of all people shared that information to label them as copyright breakers.	syntax	Word_order
In addition to that, it is a highly arguable question whether we need to find the person to punishwho downloaded the file in the first place, or collect the list of all people shared that information to label them as copyright breakers.	In addition to that, it is a highly arguable question whether we need to find the person to punish, who downloaded the file at the first place, or collect the list of all people shared that information to label them as copyright breakers.	syntax	Relative_clause
On the contrary, the percentage of students aged from 18 to 25 who were interested to visit this course was low, 15%.	On the contrary, the percentage of students which were interested to visit this course, aged from 18 to 25 was low, 15%.	syntax	Word_order
In addition, companies can pollute air, water or other natural resourceswhich are essential for local population, and they even can destroy some unique natural or historical masterpieces.	In addition, companies can pollute air, water or other natural resources, which are essential for local population, and they even can destroy some unique natural or historical masterpieces.	syntax	Relative_clause
In addition, country should also have additional food reserve in case of some unexpected disasters, which can be floods, catastrophes or anything else.	In addition, country also should have additional food reserve in case of some unexpected disasters, which can be floods, catastrophes or anything else.	syntax	Word_order
In addition, the government shouldn't punish peoplewho use illegal copies; if it wants to solve this problem, it should try to stop copying and sharing music or a film and punish people who make such files.	In addition, the government shouldn't punish people, who use illegal copies; if it wants to solve this problem, it should try to stop copying and sharing music or a film and punish people who make such files.	syntax	Relative_clause
In addition, imported goods sometimes indeed have an awful quality, by dint of short period of keeping some kind of milk products or vegetables.	In addition, imported goods sometimes have an indeed awful quality, by dint of short period of keeping some kind of milk products or vegetables.	syntax	Word_order
In addition, it can also be seen that almost all age groups had men being more active when it came to sport.	In addition, it can be also seen that almost all age groups had men being more active when it came to sport.	syntax	Word_order
In addition, it is also possible that schools wihich support healthy lifestyle may make pupils follow it.	In addition, it is also possible that schools supporting healthy lifestyle may make pupils follow it.	syntax	Relative_clause
In addition, it is explicitly seen that agriculture is portioned differently in Indonesia and in Australia.	In addition, it is explicitly seen that agriculture is differently portioned in Indonesia and in Australia.	syntax	Word_order
In addition, sometimes it is impossible to find an equal number of both men and women,  to study together.	In addition, it is impossible sometimes to find an equal number of both men and women,  to study together.	syntax	Word_order
In addition, large business always require many employees, which also provides more occupations for local people.	In addition, large business always requires many employees, which also provides more occupations for local people.	syntax	Word_order
In addition, many areas even of biggest countries have bumped into lack of facilities for sport nowadays, so it goes without saying that the pure countries have even more drastic problems in this field.	In addition, many areas of even biggest countries have bumped into lack of facilities for sport nowadays, so it goes without saying that the pure countries have even more drastic problems in this field.	syntax	Word_order
In addition, the road transportation of non-metallic minerals approximately twice exceeded their transportation by rail.	In addition, non-metallic minerals exceed in road than in transportation by rail approximately twice.	syntax	Word_order
In addition, people without decent education level can not be hired from small local businesses in such great brands.	In addition, people without decent education level can be not hired from small local businesses in such great brands.	syntax	Word_order
In addition, postgraduate diploma as well as master's degree show the same pattern , in which the differences between two genders in these groups were 20% and 40%.	In addition, postgraduate diploma as well as master's degree show the same pattern in which the differences between two genders in these groups were 20% and 40%.	syntax	Relative_clause
In addition, school gives us much bad experiencewhich is also helpful for the child's or a teenager's development as a person.	In addition, school gives us much bad experience, which is also helpful for the child's or a teenager's development as a person.	syntax	Relative_clause
In addition, research shows and that childrenwho spend too much time in virtual reality, become more aggressive than their peers, and that also highlights the bad influence of technology on the future generation.	In addition, research shows and that children, who spend too much time being in a virtual reality, become more aggressive than their peers, and that also highlights the bad influence of technology on the future generation.	syntax	Relative_clause
In addition, there are some situations that proved the importance of the countries' own food production.	In addition, there are some situations that proved the importance of own producing food for countries.	syntax	Word_order
In addition, when a prisoner comes back to "normal" life, he cannot live normally.	In addition, when a prisoner comes back to "normal" life, he cannot normally live.	syntax	Word_order
In addition, when most of foodwhich a population eats, is producing inside the country, less money is gong away from it.	In addition, when most of food, which population eats, is producing inside the country, less money is gong away from it.	syntax	Relative_clause
People know what they should do and what they are eager to do in advance.	In advance people know what they should do and what they are eager to do.	syntax	Word_order
Chemicals and non-metallic good were transported in almost common proportions, marking 16% and 13% respectively.	In almost common proportion chemicals and non-metallic goods were transported, marking 16% and 13% respectively.	syntax	Word_order
At beginning, were 12.8 million of girls and 10.5 million of boys, but in 202 two amounts of girls and boys were almost equal (7.7 are boys and 7.6 are girls).	At beginning, were 12.8 million of girls and 10.5 million of boys, but in 202 between girls and boys amount were, almost equal (7.7 are boys and 7.6 are girls).	syntax	Word_order
In building sector is ; the biggest group in 1998 people whose age started from 18  to 25  ; the number of ; these people are 112565 ???.	In building sector is ; the biggest group in 1998 people whose age started from 18  to 25  ; the number of ; these people are 112565 ???.	syntax	Word_order
In case you die, you cannot bring all of your money with your death, but family and friends will always be there for you even in your last minutes of your lifetime.	In case you die, you cannot bring all of your money with your death, but family and friends will be always there for you even in your last minutes of your lifetime.	syntax	Word_order
In conclusion, men did more exercises than woman in England in 2012 and the young population spent more time active in comparison to the older population.	In conclusion, men did more exercises than woman in England in 2012 and the young population spend time more active in comparison to the older population.	syntax	Word_order
In comparison to his or her thirst  opinion, his or her second was more powerful, because he is a person,  wont work with brains,  will have reasons for improving his or her life.	In comparison to his or her thirst  opinion, his or her second was more powerful, because he is a person,  wont work with brains,  will have reasons for improving his or her life.	syntax	Relative_clause
