texts_good	texts_bad	field	error_type
Imagine a situation when there are only a couple of huge multinational corporations on the market.	Imagine a situation when there are only a couple of huge multinational corporation on the market.	morphology	Noun_number
Imagine that you have done a great job and in the end you have done not receive sufficient payment for this work.	Imagine that you did a great job and in the end you did not receive sufficient payment for this work.	morphology	Tense_choice
Imagine that you did a great job and in the end you do not  receive sufficient payment for this work.	Imagine that you did a great job and in the end you did not receive sufficient payment for this work.	morphology	Tense_choice
Improvements of hi-teck have not only positive, but also negative sides.	Improvements of hi-teck has not only positive, but also negative sides.	morphology	Tense_choice
Improving infrastructure of a city is one of the main benefits of this and losing money from small businesses is one of the main disadvantages.	Improving infrastructure of a city is one of the main benefits of this and losing money from small business is one of the main disadvantages.	morphology	Noun_number
In 1800 birth rate reached its highest level ; after which we can see a steady decrease till 1950; however, from 1950 to 2000 it rises.	In 1800 birth rate reach its highest level ; after which we can see a steady decrease till 1950; however, from 1950 to 2000 it rises.	morphology	Tense_choice
In 1800 birth rate reach its highest level ; after which we can see a steady decrease till 1950; however, from 1950 to 2000 it rose.	In 1800 birth rate reach its highest level ; after which we can see a steady decrease till 1950; however, from 1950 to 2000 it rises.	morphology	Tense_choice
In 1940, the proportion of population aged 65 and over in Japan was only 5%.	In 1940, the proportion of population aged 65 and over in Japan have only 5%.	morphology	Tense_choice
In 1940 It proportion was 5 percent of all population, and It increased to 20 percent in 2015.	In 1940 It proportion was 5 percent of all population, and It was increasing to 20 percent in 2015.	morphology	Tense_choice
In 1970 India had thirty percent of energy, after  twenty five years the percentage of energy rose  by thirty percent.	In 1970 India had thirty percent of energy, after  twenty five years the percentage of energy to rise  by thirty percent.	morphology	Tense_choice
In 1970 the amount of energy produced by fossil fuels was about 83% and then it started to fall significantly in 1978, the line fluctuated on the whole scale and by 2015 it reaches its low point of approximately 10%.	In 1970 the amount of energy produced by fossil fuels was about 83% and then it starts to fall significantly in 1978, the line fluctuated on the whole scale and by 2015 it reaches its low point of approximately 10%.	morphology	Tense_choice
In 1970 the amount of energy produced by fossil fuels was about 83% and then it starts to fall significantly in 1978, the line fluctuated on the whole scale and by 2015 it reached its low point of approximately 10%.	In 1970 the amount of energy produced by fossil fuels was about 83% and then it starts to fall significantly in 1978, the line fluctuated on the whole scale and by 2015 it reaches its low point of approximately 10%.	morphology	Tense_choice
In 1970, the United States placed the leading position among all the countries, but the amount of energy was declining slowly through 45 years.	In 1970, the United States placed the leading position among all the countries, but the amount of energy has been declining slowly through 45 years.	morphology	Tense_choice
In 1979 there was 10 percent of people, who visited the UK and around 13 percent of UK residents, who visited abroad.	In 1979 there was 10 percent of people, who visits the UK and around 13 percent of UK residents, who visits abroad.	morphology	Tense_choice
In 1979 there was 10 percent of people, who visited the UK and around 13 percent of UK residents, who visited abroad.	In 1979 there was 10 percent of people, who visits the UK and around 13 percent of UK residents, who visits abroad.	morphology	Tense_choice
In 1980, for example, where the level of the difference in Japan obtained the highest point which amounted around 40%, the USA and the UK come to second and third place  at 39% and 36%.	In 1980, for example, where the level of the difference in Japan obtain the highest point which amounted around 40%, the USA and the UK come to second and third place  at 39% and 36%.	morphology	Tense_choice
In 1980, for example, where the level of the difference in Japan obtain the highest point which amounted around 40%, the USA and the UK came in second and third place  at 39% and 36%.	In 1980, for example, where the level of the difference in Japan obtain the highest point which amounted around 40%, the USA and the UK come to second and third place  at 39% and 36%.	morphology	Tense_choice
In 1985 and 1990 there were more girls with obesity, whereas in 2000 and 2005 there were more overweight boys.	In 1985 and 1990 there are more girls with obesity, whereas in 2000 and 2005 there are more overweight boys.	morphology	Tense_choice
In 1985 and 1990 there were more girls with obesity, whereas in 2000 and 2005 there were more overweight boys.	In 1985 and 1990 there are more girls with obesity, whereas in 2000 and 2005 there are more overweight boys.	morphology	Tense_choice
In 1985 it varied from 11% to 30%.	In 1985 it varies from 11% to 30%.	morphology	Tense_choice
In 1985 the amount of overweight people was the lowest, about 12 percent, while in 2005 the number of overweight people was the highest, up to 25 percent.	In 1985 the amount of overweight people is the lowest, about 12 percent, while in 2005 the number of overweight people is the highest, up to 25 percent.	morphology	Tense_choice
In 1985 the amount of overweight people was the lowest, about 12 percent, while in 2005 the number of overweight people was the highest, up to 25 percent.	In 1985 the amount of overweight people is the lowest, about 12 percent, while in 2005 the number of overweight people is the highest, up to 25 percent.	morphology	Tense_choice
In 1990 bothboys and girls, had practically the same share.	In 1990 bothboys and girls, had practically the same shares.	morphology	Noun_number
In 1990 it suddenly increased and in 1995 reaches a value greater than New Zealand's one.	In 1990 it suddenly increases and in 1995 reaches a value greater than New Zealand's one.	morphology	Tense_choice
In 1990 it suddenly increases and in 1995 reached a value greater than New Zealand's one.	In 1990 it suddenly increases and in 1995 reaches a value greater than New Zealand's one.	morphology	Tense_choice
In 1990 only slightly more than a half of girls were into physical activity, while in 2005 77% of them did exercises regularly.	In 1990 only slightly more than a half of girls were into physical activity, while in 2005 77% of them were doing exercises regularly.	morphology	Tense_choice
In 1990 there were 14 percent of overweight girls.	In 1990 there were 14 percents of overweight girls.	morphology	Noun_number
In 1995 mobiles weren't so popular and therefore people in the UK spent around 4 billion minutes on telephone calls per year.	In 1995 mobiles weren't so popular and therefore people in the UK spend around 4 billion minutes on telephone calls per year.	morphology	Tense_choice
In 1995 the best conditions were present in New Zealand, since the percentage difference there accounts for the smallest  - slightly more than 10 percent.	In 1995 the best conditions are presented in New Zealand, since the percentage difference there accounts for the smallest  - slightly more than 10 percent.	morphology	Tense_choice
In 1995 the best conditions are presented in New Zealand, since the percentage difference there was the smallest  - slightly more than 10 percent.	In 1995 the best conditions are presented in New Zealand, since the percentage difference there accounts for the smallest  - slightly more than 10 percent.	morphology	Tense_choice
In 1995 the obesity rates reached 16 per cent and were equal for both girls and boys.	In 1995 the obesity rate reached 16 per cent and were equal for both girls and boys.	morphology	Noun_number
In 1995 the percentages of boys and girls were equal  more than 15%.	In 1995 the percentage of boys and girls were equal  more than 15%.	morphology	Noun_number
In 1995 the percentages of overweight respondents was equal (16% for both sexes).	In 1995 the percentage of overweight respondents was equal (16% for both sexes).	morphology	Noun_number
In 1995 the proportions of girls and boys were the same (16%), but later the figures had changed.	In 1995 the proportion of girls and boys were the same (16%), but later the figures had changed.	morphology	Noun_number
In 1995 the proportion of girls and boys were the same (16%), but later the figures changed.	In 1995 the proportion of girls and boys were the same (16%), but later the figures had changed.	morphology	Tense_choice
In 1995 the same amount of boys and girls suffered from the problem of overweight.	In 1995 the same amount of boys and girls were suffering from the problem of overweight.	morphology	Tense_choice
In 1995 the percentages became equal, however, then the number of boys with obesity surged and bycreased more than by a half by 2005.	In 1995 the percentages became equal, however, then the number of boys with obesity has surged and bycreased more than by a half by 2005.	morphology	Tense_choice
In 1995 these figures levelled at 16% both for boys  girls;  from 2000 to 2005 boys became more overweight,  their proportion reached 25%  compared to 22% for girls.	In 1995 these figures levelled at 16% both for boys  girls;  from 2000 to 2005 boys were becoming more overweight,  their proportion reached 25%  compared to 22% for girls.	morphology	Tense_choice
In 1999, about 70% of women received undergraduate diploma, which was the biggest gender difference for females among all the types of qualifications.	In 1999, about 70% of women received undergraduate diploma, which was the biggest gender difference for females among all the types of qualification.	morphology	Noun_number
In 1999 the number of women skilled vocational diplomas was 10 per cent.	In 1999 the number of women skilled vocational diploma was 10 per cent.	morphology	Noun_number
In 1999 only 2 percent of rural households and 15 percent of urban households had access to the Internet, but in 2004 55 percent of urban households and 35 percent of rural households.	In 1999 only 2 percent of rural households and 15 percent of urban households has access to the Internet, but in 2004 55 percent of urban households and 35 percent of rural households.	morphology	Tense_choice
In 2000 the rest of the world had almost half the number of children without access to primary school than Africa had.	In 2000 the rest of the world has almost half the number of children without access to primary school than Africa has.	morphology	Tense_choice
In 2000 the rest of the world had almost half the number of children without access to primary school than Africa had.	In 2000 the rest of the world has almost half the number of children without access to primary school than Africa has.	morphology	Tense_choice
In 2000 South Asia was on the second position after Africa, but by 2012 it became the most educated region with the least number of kidswho had never attended school.	In 2000 South Asia was on the second position after Africa, but by 2012 it has become the most educated region with the least number of kidswho had never attended school.	morphology	Tense_choice
In 2000, Yemen had a young population which include infants and teens younger than 15 years old.	In 2000, Yemen has a young population which include infants and teens younger than 15 years old.	morphology	Tense_choice
In 2000, Yemen has a young population which included infants and teens younger than 15 years old.	In 2000, Yemen has a young population which include infants and teens younger than 15 years old.	morphology	Tense_choice
In 2000 about 20 million of South Asian girls could not get education and it was approximately 2 times higher than boys' number but there happened  a great change by 2012 and their total amount decreased and was less than 10 million of children.	In 2000 about 20 million of South Asian girls could not get education and it was approximately 2 times higher than boys' number but there has happened a great change by 2012 and their total amount decreased and was less than 10 million of children.	morphology	Tense_choice
In 2000 and 2005 the number of boys who suffered from the disease increased and become higher than the number of girls.	In 2000 and 2005 the number of boys who suffered from the disease has increased and become higher than the number of girls.	morphology	Tense_choice
In 2000 and 2005 the number of boys who suffered from the disease has increased and became higher than the number of girls.	In 2000 and 2005 the number of boys who suffered from the disease has increased and become higher than the number of girls.	morphology	Tense_choice
In 2000 girls were the leaders for this data but in 2012 the number of girls increased more then 5 times and then in 2012 boys were in the first place of school children who did not study.	In 2000 girls were the leader for this data but in 2012 the number of girls increased more then 5 times and then in 2012 boys were in the first place of school children who did not study.	morphology	Noun_number
In 2000,  the figures for Yemen stood 46,3% , and 2050  will grow to about 57,3%.	In 2000,  the figures for Yemen stood 46,3% , and 2050  will grew to about 57,3%.	morphology	Tense_choice
In 2000, nearly a half of Yemen's population was under 14, and it is predicted to fall to 37%.	In 2000, nearly a half of Yemen population was under 14, and it is predicted to fall to 37%.	morphology	Noun_number
In 2000 the number of girls without access to primary education was 21,6 percent , and in the end of the period this the number fell to 4,8 percent.	In 2000 the number of girls without access to primary education was 21,6 percent , and in the end of the period this the number fall to 4,8 percent.	morphology	Tense_choice
In 2000 the number of people aged 60 years or over was more than children.	In 2000 the number of people aged 60 years or over was more than childrens.	morphology	Noun_number
In 2000 the high level  of children which didn't have education was in the rest of the world.	In 2000 the high level  of children which don't have education was in the rest of the world.	morphology	Tense_choice
In 2000, the major part of Italy's population consisted of middle-aged individuals but in Yemen consisted of young people.	In 2000, the major part of Italy population consisted of middle-aged individuals but in Yemen consisted of young people.	morphology	Noun_number
In 2000 the new option has appeared.	In 2000 the new option appeared.	morphology	Tense_choice
In 2000 the percentage of people using libraries to find information doubled, compared with people who attended libraries in 1900.	In 2000 the percentage of people using libraries to find information doubled, comparing with people who attended libraries in 1900.	morphology	Tense_choice
In 2000 the percentage of visitors coming to the library to borrow a book or to bring it back was 5% more than a half from the general quantity of visitorss and declined to 10 percent from 65% in 1998.	In 2000 the percentage of visitor coming to the library to borrow a book or to bring it back was 5% more than a half from the general quantity of visitors and declined to 10 percent from 65% in 1998.	morphology	Noun_number
In 2000 the regions that had the highest indicators of children without access to primary education was Africa.	In 2000 the regions that has the highest indicators of children without access to primary education was Africa.	morphology	Tense_choice
In 2000 there was a biggest number of childrenwho don't have access to primary education, and then, in 2012, for 12 years these numbers were slowly decreasing from 12,8% to 7,6% for boys and from 10,5% to 7,7% for girls.	In 2000 there was a biggest number of childrenwho don't have access to primary education, and then, in 2012, for 12 years these numbers slightly dropped from 12,8% to 7,6% for boys and from 10,5% to 7,7% for girls.	morphology	Tense_choice
In 2000 there were almost equal amounts of the youngest and middle-aged group in Yemen, and only 3.6 per cent were people of the age more than 60.	In 2000 there were almost equal amount of the youngest and middle-aged group in Yemen, and only 3.6 per cent were people of the age more than 60.	morphology	Noun_number
In 2002, 21.6 million of girls and 11.1 million of boys were without education, but after twelve years of government's work this situation was improved, more than three times, because stayed 9.9 million of children (4.8 are girls and 5.1 are boys).	In 2002, 21.6 million of girls and 11.1 million of boys were without education, but after twelve years of government's work this situation is prove, more than three times, because stayed 9.9 million of children (4.8 are girls and 5.1 are boys).	morphology	Tense_choice
In 2005 the figures increased.	In 2005 the figures have increased.	morphology	Tense_choice
In 2005 there was a sharp increase in the percentage of young children who did sports: the percentages of girls and boys climbed to 77% and 87% respectively.	In 2005 there was a sharp increase in the percentage of young children who did sports: the number of girls and boys climbed to 77% and 87% respectively.	morphology	Noun_number
In 2006 developing countries invested about 25 billion in renewable energy.	In 2006 developing countries invested about 25 billions in renewable energy.	morphology	Noun_number
In 2006 the worldwide investments accounted for 100 billion dollars, then they started to rise; however, from 2008 to 2009 they slightly decreased from 171 to 168.	In 2006 the worldwide investment accounted for 100 billion dollars, then they started to rise; however, from 2008 to 2009 they slightly decreased from 171 to 168.	morphology	Noun_number
In 2006-2008 and 2010-2011 developed countries invested in renewable energy approximately twice bigger than developing countries while in 2009 and 2012-2013 this values differ not as much as in other years.	In 2006-2008 and 2010-2011 developed countries invest in renewable energy approximately twice bigger than developing countries while in 2009 and 2012-2013 this values differ not as much as in other years.	morphology	Tense_choice
In 2008 the biggest share in goods transported by rail was metals that accounted for 35%.	In 2008 the biggest share in goods transported by rail is metals that accounted for 35%.	morphology	Tense_choice
In 2010 agriculture was the unpopular sphere of working among all genders in Australia.	In 2010 agriculture is the unpopular sphere of working among all genders in Australia.	morphology	Tense_choice
In 2012 (in the secind column) the number of children decreased from14.5 to 18.2  milliin boys and girls.	In 2012 (in the secind column) the number of children decrease from14.5 to 18.2  milliin boys and girls.	morphology	Tense_choice
In 2012 about 150 million users browsed  Facebook on their desktop computers.	In 2012 about 150 million users were browsing Facebook on their desktop computers.	morphology	Tense_choice
In 2012, in England we can see a declining trend for doing sports and exercises by people of all ages and genders.	In 2012, in England we can see a declining trend for doing sports and exercises by people of all age and genders.	morphology	Noun_number
In 2012 the the numbers changed rapidly and the the number of girls became even less than the the number of boys.	In 2012 the the numbers changes rapidly and the the number of girls became even less than the the number of boys.	morphology	Tense_choice
In 2012 only 33,7% didn't have an access to primary education, but Africa still remained a leader.	In 2012 only 33,7% didn't have an access to primary education, but Africa still remains a leader.	morphology	Tense_choice
In 2012 still about 30,6 million girls did not have access to primary schools.	In 2012 still about 30,6 million girls have not access to primary schools.	morphology	Tense_choice
In 2012 teenagers between 16-24 like doing sport exersices, there was a rapid rise among men.	In 2012 teenagers between 16-24 like doing sport exersices, there was a rapid rise among man.	morphology	Noun_number
In 2012 the amount of usedrs of Facebook on desktops was high, over 140 million of people, while the amount of people who used Facebook on their mobiles was significantly lower, approximately only 60 million of people.	In 2012 the amount of users of Facebook on desktops was high, over 140 million of people, while the amount of people who use Facebook on their mobiles was significantly lower, approximately only 60 million of people.	morphology	Tense_choice
In 2012 the number of such children declined to 32 million in equal proportions both for boys and girls.	In 2012 the number of such childs declined to 32 million in equal proportions both for boys and girls.	morphology	Noun_number
In 2012 the world had a positive impact on educational system.	In 2012 the world has a positive impact on educational system.	morphology	Tense_choice
In 2012 thwas number fell and in 2012  it was about 32.5 million.	In 2012 this number fell and in 2012  it is about 32.5 million.	morphology	Tense_choice
In 2012  shares of Apple suddenly fell down.	In 2012  shares of Apple suddenly fall down.	morphology	Tense_choice
In 2012 young males from England spent on doing sport and exercise 282,1 minutes, while young femaless spent on doing sport and exercise 114,1 minutes.	In 2012 young male from England spent on doing sport and exercise 282,1 minutes, while young females spent on doing sport and exercise 114,1 minutes.	morphology	Noun_number
In 2012, men in the age of 16-24 spent about 282,1 minutes on thin activity , while women in the same age group spent about 114,1 minutes on exercises.	In 2012, men in the age of 16-24 spent about 282,1 minutes on thin activity , while woman in the same age group spent about 114,1 minutes on exercises.	morphology	Noun_number
In 2012, men in the age of 16-24 spent about 282,1 minutes on thin activity , while woman in the same age group spent about 114,1 minutes on exercise.	In 2012, men in the age of 16-24 spent about 282,1 minutes on thin activity , while woman in the same age group spent about 114,1 minutes on exercises.	morphology	Noun_number
In 2013 39% of people said  that they use this network for sharing photos or videos, while in 2012 54% of respondents gave that reason.	In 2013 39% of people say that they use this network for sharing photos or videos, while in 2012 54% of respondents gave that reason.	morphology	Tense_choice
In 2013 more people started using mobile phones instead of desktop computers.	In 2013 more people start using mobile phones instead of desktop computers.	morphology	Tense_choice
In 2013 this rate decreased and was approximately 80 bn.	In 2013 this rate decrease and was approximately 80 bn.	morphology	Tense_choice
In 2013, desktops remained the most popular device: about 150 million women and almost 140 million men use their PCs and laptops to surf Facebook.	In 2013, desktops remain the most popular device: about 150 million women and almost 140 million men use their PCs and laptops to surf Facebook.	morphology	Tense_choice
In 2013, desktops remain the most popular device: about 150 million women and almost 140 million men used their PCs and laptops to surf Facebook.	In 2013, desktops remain the most popular device: about 150 million women and almost 140 million men use their PCs and laptops to surf Facebook.	morphology	Tense_choice
In 2014 the Middle East had similar to Northern Africa's high unemployment rate of 11.	In 2014 the Middle East has similar to Northern Africa's high unemployment rate of 11.	morphology	Tense_choice
In 2014 and 2015 the rate was the same - 12,5%.	In 2014 and 2015 the rate is the same - 12,5%.	morphology	Tense_choice
In 2014 citizens of Germany spent exactly 6 billion US dollars on printed books, while in China it was 4,8 billion dollars.	In 2014 citizens of Germany spend exactly 6 billion US dollars on printed books, while in China it was 4,8 billion dollars.	morphology	Tense_choice
In 2014 it was 7,5% of unemployment and in 2015 it increased and was about 7,9%.	In 2014 it was 7,5% of unemployment and in 2015 it increases and was about 7,9%.	morphology	Tense_choice
In 2014 people mostly preferred printed books, while in 2018 - eBooks.	In 2014 people mostly prefer printed books, while in 2018 - eBooks.	morphology	Tense_choice
In 2014 printeded: 2,6 billion eBook: 1,8 billion, in 2018 printeded: 2 and eBook 2,3 billion.	In 2014 printeded: 2,6 billions eBook: 1,8 billions, in 2018 printeded: 2 and eBook 2,3 billion.	morphology	Noun_number
In 2014 printeded: 2,6 billion eBook: 1,8 billion, in 2018 printeded: 2 and eBook 2,3 billion.	In 2014 printeded: 2,6 billions eBook: 1,8 billions, in 2018 printeded: 2 and eBook 2,3 billion.	morphology	Noun_number
In 2014 the amount of sold printed books in all countries was always higher then the number of sold eBooks.	In 2014 the amount of sold printed books in all countries was always higher then the number of sold eBook.	morphology	Noun_number
In 2014 the printed books were the most popular in all shown countries , while in 2018 thwas trend was likely to be changed in the USA and the UK.	In 2014 the printed books were the most popular in all shown countries , while in 2018 this trend is likely to be changed in the USA and the UK.	morphology	Tense_choice
In 2014 the rate was 12,5 percent , and in 2015 it remained the same, so there were no changes in the unemployment sphere.	In 2014 the rate was 12,5 percent , and in 2015 it remained the same, so there is no changes in the unemployment sphere.	morphology	Tense_choice
In 2014: the USA wthes the letheder of printed book mtherket: it accounted for 10:5 billions US dollthers for the printing thend 5:5 billions US dollthers for the eBook.	In 2014: the USA wthes the letheder of book printed mtherket: it accounted for 10:5 billions US dollthers for the printing thend 5:5 billions US dollthers for the eBook.	morphology	Noun_number
In 2015 Apple had almost all the share on the market with more than 90%.	In 2015 Apple has almost all the share on the market with more than 90%.	morphology	Tense_choice
In 2015 Apple showed amazing result with 90%.	In 2015 Apple shows amazing result with 90%.	morphology	Tense_choice
In 2015 it rose and is equal to 7,9%.	In 2015 it has risen and is equal to 7,9%.	morphology	Tense_choice
In 2015 it has rwasen and was equal to 7,9%.	In 2015 it has risen and is equal to 7,9%.	morphology	Tense_choice
In 2015 nothing did not change much.	In 2015 nothing has not changed much.	morphology	Tense_choice
In 2015 situation in the world changed slightly.	In 2015 situation in the world has changed slightly.	morphology	Tense_choice
In 2015 the level of unemployment rate in the Middle Eist fell from 11 to 9,6 while in South Asia unemployment rate is the same is in 2014.	In 2015 the level of unemployment rate in the Middle Eist fall from 11 to 9,6 while in South Asia unemployment rate is the same is in 2014.	morphology	Tense_choice
In 2018, data in all countries were supposed to change.	In 2018, data in all countries will be change.	morphology	Tense_choice
in 2018 prognosis that eBook value will increase for tree billion and print book fall for the same number.	in 2018 prognosis that eBook value increase for tree billion and print book fall for the same number.	morphology	Tense_choice
in 2018 prognosis that eBook value increase for tree billion and print book will fall for the same number.	in 2018 prognosis that eBook value increase for tree billion and print book fall for the same number.	morphology	Tense_choice
In 2040 27% of population will live to 65 .	In 2040 27% of population live to 65 .	morphology	Tense_choice
In 2040 the number of people aged 65 and over will reach a peak.	In 2040 the number of people aged 65 and over reached a peak.	morphology	Tense_choice
In 2040  the percentage of the population is expected to range between 22 and 28 percent in these countries.	In 2040  the percentage of the population ranges between 22 and 28 percent in these countries.	morphology	Tense_choice
In 2050 age situation in Yemen will change.	In 2050 age situation in Yemen will be changed.	morphology	Tense_choice
In 2050, the expected percentage of children will fall to 37%.	In 2050, the expected percentage of children fall to 37%.	morphology	Tense_choice
In 2050, the in Italy will be older, because the of 60+ years old old will rise and the of 15-59 years old old the decrease.	In 2050, the in Italy will be older, because the of 60+ years old old rise and the of 15-59 years old old the decrease.	morphology	Tense_choice
In 2050, the in Italy will be older, because the of 60+ years old old rise and the of 15-59 years old old the will decrease.	In 2050, the in Italy will be older, because the of 60+ years old old rise and the of 15-59 years old old the decrease.	morphology	Tense_choice
In 2050, population of Italy will decrease qvantity of people who younger 14.	In 2050, populations of Italy will decrease qvantity of people who younger 14.	morphology	Noun_number
In the 20th century the Soviet Union had a policy to restrict artists: the ones, who allow themselves to make  controversial works were imprisoned in order to make the nation more "clean".	In the 20th century the Soviet Union have a policy to restrict artists: the ones, who allow themselves to make  controversial works were imprisoned in order to make the nation more "clean".	morphology	Tense_choice
In the 20th century the Soviet Union have a policy to restrict artists: the ones, who had themselves to make  controversial works were imprisoned in order to make the nation more "clean".	In the 20th century the Soviet Union have a policy to restrict artists: the ones, who allow themselves to make  controversial works were imprisoned in order to make the nation more "clean".	morphology	Tense_choice
In 21st century the science went forward.	In 21st century the science go forward.	morphology	Tense_choice
In 25-34 age groups they exercised around 150 minutes, which is about half less than previous age groups, while women decreased slightly to 92,8 minutes.	In 25-34 age group they exercised around 150 minutes, which is about half less than previous age group, while women decreased slightly to 92,8 minutes.	morphology	Noun_number
In the 25-44 age range, the average time which women's spent doing sport and exercises was at the same level of time length, but figures of men's activity decreased.	In the 25-44 age range, the average time which women's spent doing sport and exercises was at the same level of time length, but figures of men's activity decrease.	morphology	Tense_choice
In 50 years the amount of young population will decrease by 13 percent, and the percentage of the middle-aged group and old-age group increase by 11 percent and 2 percent.	In 50 years the amount of young population decrease by 13 percent, and the percentage of the middle-aged group and old-age group increase by 11 percent and 2 percent.	morphology	Tense_choice
In 50 years the amount of young population decrease by 13 percent, and the percentage of the middle-aged group and old-age group will increase by 11 percent and 2 percent.	In 50 years the amount of young population decrease by 13 percent, and the percentage of the middle-aged group and old-age group increase by 11 percent and 2 percent.	morphology	Tense_choice
In 65-74 years men sports activity increases again, reaches 60,5 minutes per period and then goes down by the old ages.	In 65-74 years men sport activity increases again, reaches 60,5 minutes per period and then goes down by the old ages.	morphology	Noun_number
75-year-old men spent only around 29 minutes on sport, while women spent a way less, 10 minutes.	75-year-old man spent only around 29 minutes on sport, while woman spent a way less, 10 minutes.	morphology	Noun_number
75-year-old man spent only around 29 minutes on sports, while woman spent a way less, 10 minutes.	75-year-old man spent only around 29 minutes on sport, while woman spent a way less, 10 minutes.	morphology	Noun_number
75-year-old man spent only around 29 minutes on sport, while women spent a way less, 10 minutes.	75-year-old man spent only around 29 minutes on sport, while woman spent a way less, 10 minutes.	morphology	Noun_number
In Africa 5.5 million and the Rest of the World 2.8 million were less without primary education.	In Africa 5.5 million and the Rest of the World 2.8 million less without primary education.	morphology	Tense_choice
In Africa the amount of uneducated children is decreasing, however, not so rapidly as it happened in South Asia.	In Africa the amount of uneducated children is decreasing, however, not so rapidly as it happen in South Asia.	morphology	Tense_choice
In Africa for twelve-years period this number stayed smaller only from 43 million to 32.	In Africa for twelve-years period this number stay smaller only from 43 million to 32.	morphology	Tense_choice
In Africa to OR by 2000 the number of boys who weren't to OR by primary school was 20 million , but to OR by 2012 fewer boys were unable to to go to primary school (14,5 million) , and as for girls to OR by 2000 23,7 million of boys without access to primary education , and to OR by 2012 the number of boys decreased to OR by 5,5 million people.	In Africa to OR by 2000 the number of boys who weren't to OR by primary school was 20 million , but to OR by 2012 fewer boys can't to go to primary school (14,5 million) , and as for girls to OR by 2000 23,7 million of boys without access to primary education , and to OR by 2012 the number of boys decreased to OR by 5,5 million people.	morphology	Tense_choice
In Africa the number of boys decreasedde from 23,7 million to 18,2, the the number of girls decreasedd from 20 million to 14,5 nmillion from 2000 till 2012.	In Africa the number of boys decreasede from 23,7 million to 18,2, the the number of girls decreased from 20 million to 14,5 nmillion from 2000 till 2012.	morphology	Tense_choice
In Africa there was approximately 12,5 per cent of unemployment.	In Africa there is approximately 12,5 per cent of unemployment.	morphology	Tense_choice
In Africa the unemployment reached its peak of 12,5 and remained steady until 2015, but the same cannot be said about the situation in the Middle East, where the the unemployment rate declined over the period.	In Africa the unemployment reached its peak of 12,5 and remained steady until 2015, but the same cannot be said about the situation in the Middle East, where the the unemployment rate decline over the period.	morphology	Tense_choice
In Africa variables of girls and boys decreased in one proportion.	In Africa variables of girls and boys decrease in one proportion.	morphology	Tense_choice
In Africa we can notice that from the beginning the number of girls was more than million boys, but then it decreased and in 2012 there were 14,5 million boys and 18,2 girls without access to primary education.	In Africa we can notice that from the beginning the number of girls was more than million boys, but then it decreased and in 2012 there are 14,5 million boys and 18,2 girls without access to primary education.	morphology	Tense_choice
In America the print market will decline from 10,5 to 7,5 Billion US dollars and the eBook market jump to 8,5 billion dollars and start dominating.	In America the print market decline from 10,5 to 7,5 Billion US dollars and the eBook market jump to 8,5 billion dollars and start dominating.	morphology	Tense_choice
In America the print market decline from 10,5 to 7,5 Billion US dollars and the eBook market will jump to 8,5 billion dollars and start dominating.	In America the print market decline from 10,5 to 7,5 Billion US dollars and the eBook market jump to 8,5 billion dollars and start dominating.	morphology	Tense_choice
In Asia there was a steady small amount of unemployed people, only 3,9% by 2015, and it was rather better than situation in North Africa where percentages of unemployed people was remarkably high.	In Asia there is a steady small amount of unemployed people, only 3,9% by 2015, and it is rather better than situation in North Africa where percentages of unemployed people is remarkably high.	morphology	Tense_choice
In Asia there was a steady small amount of unemployed people, only 3,9% by 2015, and it was rather better than situation in North Africa where percentages of unemployed people was remarkably high.	In Asia there is a steady small amount of unemployed people, only 3,9% by 2015, and it is rather better than situation in North Africa where percentages of unemployed people is remarkably high.	morphology	Tense_choice
In Asia there was a steady small amount of unemployed people, only 3,9% by 2015, and it was rather better than situation in North Africa where percentages of unemployed people was remarkably high.	In Asia there is a steady small amount of unemployed people, only 3,9% by 2015, and it is rather better than situation in North Africa where percentages of unemployed people is remarkably high.	morphology	Tense_choice
In Australia in 2010 the percentages of workers are completely different.	In Australia in 2010 the percentage of workers are completely different.	morphology	Noun_number
In Australia in 2010 the percentage of workers were completely different.	In Australia in 2010 the percentage of workers are completely different.	morphology	Tense_choice
In Australia the percentage of male workers was higher than the females in two employment sectors: industry, agriculture.	In Australia the percentage of male workers is higher than the females in two employment sectors: industry, agriculture.	morphology	Tense_choice
In Australia the percentage of male workers is higher than the female ones in two employment sectors: industry, agriculture.	In Australia the percentage of male workers is higher than the females in two employment sectors: industry, agriculture.	morphology	Noun_number
In Australia, in contrast, the smallest percentage of both genders worked in the agriculture (3%, 1%), while the vast majority of men and women worked in the services sector.	In Australia, in contrast, the smallest percentage of both genders worked in the agriculture (3%, 1%), while the vast majority of man and woman worked in the services sector.	morphology	Noun_number
In Australia, in contrast, the smallest percentage of both genders worked in the agriculture (3%, 1%), while the vast majority of man and women worked in the services sector.	In Australia, in contrast, the smallest percentage of both genders worked in the agriculture (3%, 1%), while the vast majority of man and woman worked in the services sector.	morphology	Noun_number
In Australia, in contrast, the smallest percentage of both genders worked in the agriculture (3%, 1%), while the vast majority of man and woman worked in the service sector.	In Australia, in contrast, the smallest percentage of both genders worked in the agriculture (3%, 1%), while the vast majority of man and woman worked in the services sector.	morphology	Noun_number
