texts_good	texts_bad	field	error_type
In contrast to the previous reason, reading newspapers/magazines has declined in 2000 where it was only 5% of visits although in 1990 this reason had 15 percentage points.	In contrast to the previous reason, reading newspapers/magazines has declined in 2000 where it was only 5% of visitors although in 1990 this reason had 15 percentage points.	semantics	Word_choice
Copyrighters , of course, try to fight this problem.	Copyrighters , of course, try to fight with this problem.	semantics	Verb_pattern
Countries have different climate conditions and that affects the amount and quality of the food they can produce.	Countries have different climate conditions and that affects to the amount and quality of the food they can produce.	semantics	Verb_pattern
Countries have opportunities to move their businesses and companies to advantageous areas, where is enough labor forces, resources and cheaper spendings.	Countries have opportunities to move their businesses and companies to beneficial areas, where is enough labor forces, resources and cheaper spendings.	semantics	Word_choice
The creation of new sport centres facilities is a good idea because people will see that they can visit different sport centres and go in for sport centres.	The creation of new sport centres facilities is a good idea because people will see that they can visit different sport centres and to go in sport centres.	semantics	Verb_pattern
Creative artists must all the time be given the freedom to express their own feelings and ideas in the way they want.	Creative artists must all the time be given the freedom to express their own feelings and ideas in way what they want.	semantics	Word_choice
Critics and citizens considered that. it was strange to create that. For instance, the Eiffel Tour, created by famous french architect for the competition in XX century, was an innovation in the world of art because of the construction with iron and interesting form.	Critics and citizens considered that. it was strange to create that. For instance, the Eiffel Tour, created by famous french architect as a participant in the competition in XX century, was an innovation in the world of art because of the construction with iron and interesting form.	semantics	Word_choice
Currently, they are being accused of the pollution and destruction of many Chinese rivers.	Currently, they are being accused for the pollution and destruction of many Chinese rivers.	semantics	Verb_pattern
Currently, local manufactures are  suffering from tough competition with their more powerful substitutes, leading international trading policy.	Currently, local manufactures are  suffering tough competition with their more powerful substitutes, leading international trading policy.	semantics	Verb_pattern
The data provides information that the lowest point of energy from fossil fuels in China was in 1970 - about three fifth (60%), in India - approximately three tens (35%), while the highest points of the percentage of energy from fossil fuels for both countries were in 2015 - in China it was nine tenth and in India - about seven tenth (75%).	The data provides us information that the lowest point of energy from fossil fuels in China was in 1970 - about three fifth (60%), in India - approximately three tens (35%), while the highest points of the percentage of energy from fossil fuels for both countries were in 2015 - in China it was nine tenth and in India - about seven tenth (75%).	semantics	Verb_pattern
Except South Asia where this tendecy decreased in 2012 (the result was 4,8 million girls beside 5,1 million boys).	Except South Asia where this tendecy dropped in 2012 (the result was 4,8 million girls beside 5,1 million boys).	semantics	Word_choice
Despite the high percentage of unemployment in some regions, there is a small number of people without a job all over the world.	Despite the high percentage of unemployment in some regions, there is a low level of people without a job all over the world.	semantics	Word_choice
Despite these advantages, climate is not always suitable for growing your own food in your country.	Despite these advantages, climate is not always suitable to grow your own food in your country.	semantics	Verb_pattern
Despite the increasing number of people who find information in books, we should pay our attention to the process of borrowing and returning DVD's, which accounted for about the 5th part of the whole diagram by the beginning of the 20th century.	Despite the increasing number of people who find information in books, we should pay our attention to the process of borrowing and returning DVD's, which has been taken about the 5th part of the whole diagram by the beginning of the 20th century.	semantics	Word_choice
Despite the increasing number of people who find information in books, we should pay our attention to the process of borrowing and returning DVD's, which has been taken about the 5th part of the whole pie chart by the beginning of the 20th century.	Despite the increasing number of people who find information in books, we should pay our attention to the process of borrowing and returning DVD's, which has been taken about the 5th part of the whole diagram by the beginning of the 20th century.	semantics	Word_choice
Besides the benefits of modern technology brings for the government and a family can have a negative effect as well.	Besides the benefits of modern technology is widespread the government and a family can have a negative effect as well.	semantics	Verb_pattern
Desptheme the fact that most of them are allowed by the world sports communthemy and international sports organizations, some of them remain illegal, and, unfortunately, this fact sometimes does not stop sportsmen and their coaches from using them.	Desptheme the fact that most of them are allowed by the world sports communthemy and international sports organizations, some of them remain illegal, and, unfortunately, this fact sometimes does not stop sportsmen and their coaches to use them.	semantics	Verb_pattern
Despite the fact there are some exceptions and unique situations, it is unfair to give preference to one gender more than to the other.	Despite the fact there are some exceptions and unique situations, it is unfair to appreciate one gender more than to the other.	semantics	Word_choice
Despite these advantages, large brands also can become the cause of environmental pollution.	Despite these advantages, large brands also can become the reason of environmental pollution.	semantics	Word_choice
Despite this amount not being remarkable, forecast tells that it will change to 1,5 billion in 2018.	Despite this amount not being great, forecast tells that it will change to 1,5 billion in 2018.	semantics	Word_choice
Despite this amount not being great, forecast promises that it will change to 1,5 billion in 2018.	Despite this amount not being great, forecast tells that it will change to 1,5 billion in 2018.	semantics	Word_choice
Despite this amount not being great, forecast tells that it will increase to 1,5 billion in 2018.	Despite this amount not being great, forecast tells that it will change to 1,5 billion in 2018.	semantics	Word_choice
Deteriorating economic conditions detriment adolescent's quality of life, consequently households and schools could request the local authorities to finance afore-mentioned initiatives to cut down the crime rate.	Deteriorating economic conditions detriment adolescent's quality of life, consequently households and schools could request the local authorities to finance afore-mentioned initiatives to cut the crime rate.	semantics	Verb_pattern
Developed Internet services allow people to get almost everything they want and in most cases they can easily find this without making any payments.	Developed Internet services allow people get almost everything they want and in most cases they can easily find this without making any payments.	semantics	Verb_pattern
Developed countries started to invest money in renewable energy in 2006 with a sum of approximately 70 billion dollar, while developing countries invested only 30 billion dollars.	Developed countries started investing money in renewable energy in 2006 with a sum of approximately 70 billion dollar, while developing countries invested only 30 billion dollars.	semantics	Verb_pattern
Developing countries  invested their biggest amount of money in 2012, which counted nearly 100 $ Bn, demonstrating  almost a four fold raise in comparison to 2006 with its investments  approximately 25 $ Bn.	Developing lands invested their biggest amount of money in 2012, which counted nearly 100 $ Bn, demonstrating  almost a four fold raise in comparison to 2006 with its investments  approximately 25 $ Bn.	semantics	Word_choice
Development in eBook market in China, Germany and UK is almost the same.	Development in eBook market in China, Germany and UK is similarly.	semantics	Word_choice
The difference between "Print 2018" and "eBook 2018" is sufficiently insignificant and was one billion dollars.	The difference between "Print 2018" and "eBook 2018" is sufficiently insignificant and achieves one billion dollars.	semantics	Word_choice
Different company can use this tendency to/in order to attract people and show them, that sports can improve their health.	Different company can use this tendency to attract people and show them, that sports can improve their health.	semantics	Word_choice
Different areas of studies may attract men or women; for example men tend to choose some technical disciplines to study , and women are more likely to choose something connected with cultural; society or humanity studies.	Different faculties may attract men or women; for example men tend to choose some technical disciplines to study , and women are more likely to choose something connected with cultural; society or humanity studies.	semantics	Word_choice
Different faculties may attract men or women; for example men tend to choose some technical disciplines to study , and women are more likely to choose something connected with cultural; society or humanity studies.	Different faculties may attract men or women; for example men tend to choose some technical disciplines to study , and women are more likely to choose something connected with cultural; society or humanity studies.	semantics	Word_choice
Different type of sports allow them to try something new.	Different type of sports allow them try something new.	semantics	Verb_pattern
Is it worth to concentrate on the period of imprisoning or other measures should be undertaken?	Does it worth to concentrate on the period of imprisoning or other measures should be undertaken?	semantics	Word_choice
Doing that they will definitely find it interesting to know each other and to continue to keep in touch after their lessons.	Doing that they will definitely find it interesting to know each other and continue to keep in touch after their lessons.	semantics	Verb_pattern
Doing water sports is not only a type of fun but also a good physical practice , that's why it can help to reduce amount of heart diseases.	Doing water sports is not only a type of fun but even a good physical practice , that's why it can help to reduce amount of heart diseases.	semantics	Word_choice
Due to such a decision, a person can spend more time with his or her relatives and friends, which are thought to be the most prominent part of our lives.	Due to such a decision, a person can spend more time with his or her relatives and friends, which are thought be the most prominent part of our lives.	semantics	Verb_pattern
Due to that little companies will close their production and it leads to fewer and fewer choices for consumers theire to buy.	Due to that little companies will close their production and it leads fewer and fewer choices for consumers theire to buy.	semantics	Verb_pattern
Due to this fact,  number of female students is bigger in any groups if  subject of  interest is the same for each sex.	Due to this fact,  number of female students is bigger in any groups if  subject of  interest is equal for each sex.	semantics	Word_choice
Due to this step, a decrease in a number of outweighed people will be surely noticed and and plenty of diseases caused by exceeded fat will almost disappear.	Due to this step, a decrease in a number of outweighed people will be surely evidenced and and plenty of diseases caused by exceeded fat will almost disappear.	semantics	Word_choice
During the building of a corporation it is in need not only of material resource but also in the labor force.	During the built of a corporation it is in need not only of material resource but also in the labor force.	semantics	Word_choice
E-book production was of a very small scope in China (only 0,5 billion dollars), Germany and the UK had approximate values, however, the US e-book industry was also rather productive.	E-book production was of a very small scope in China (only 0,5 billion dollars), Germany and the UK had proximate figures, however, the US e-book industry was also rather productive.	semantics	Word_choice
eBooks sellings will rise in every country by 0,5 billion dollars by 2018.	eBooks selling will rise in every country by 0,5 billion dollars by 2018.	semantics	Word_choice
Each of us should think about how will the Earth look like by the time, when next generations will grow up, and try to be responsible for the consequences of our public and personal activity, search for the right, safe ways for realization of our needs.	Each of us should think about how will the Earth look like by the time, when next generations will grow up, and try to be responsible for the consequences of our public and personal activity, search the right, safe ways for realization of our needs.	semantics	Verb_pattern
Education, the last sector, shows pretty the same results: it was the most popular among 26-35, 36-45 and 46-55 age groups and by 2006 this statistics haven't changed.	Education, the last sector, shows pretty the same results: it was the most popular between 26-35, 36-45 and 46-55 age groups and by 2006 this statistics haven't changed.	semantics	Word_choice
Electronic books market accounted for 5.8 billion  dollars.	Electronic books market amounted for 5.8 billion  dollars.	semantics	Word_choice
Environmental protection is a controversial issue, which generates a great deal of heated debates with supporters, who claimthat it is necessary to ban different useless flights, while opponents supposethat it isn't a great problem, which is provided by laws of governmnet.	Environment protection is a controversial issue, which generates a great deal of heated debates with supporters, who claimthat it is necessary to ban different useless flights, while opponents supposethat it isn't a great problem, which is provided by laws of governmnet.	semantics	Word_choice
Environment protection is a controversial issue, which generates a great deal of heated debates with supporters, who claimthat it is necessary to ban different useless flights, while opponents supposethat it isn't a great problembecause it is not restricted by laws.	Environment protection is a controversial issue, which generates a great deal of heated debates with supporters, who claimthat it is necessary to ban different useless flights, while opponents supposethat it isn't a great problem, which is provided by laws of governmnet.	semantics	Word_choice
Even gods provide the opportunities to alter the views and undertake a noble attempt.	Even gods provide the opportunities to alter the views and undertake a novel attempt.	semantics	Word_choice
Even though schools and universities try to take over this function, this is not enough.	Even though schools and universities try to take this function, this is not enough.	semantics	Verb_pattern
Even though there are some drawbacks to such a situation, I consider it a positive one , because with big companies comes a higher level of responsibility and trust, lower prices and a wider range of products.	Even though there are some drawbacks to such a situation, I consider it as a positive one , because with big companies comes a higher level of responsibility and trust, lower prices and a wider range of products.	semantics	Verb_pattern
Though, the percentage of male workers in Australia (32%) is surely two-fold higher than one in Indonesia (15%).	Even though, the percentage of male workers in Australia (32%) is surely two-fold higher than one in Indonesia (15%).	semantics	Word_choice
Every adult, no matter whether has he children or not, is to contribute to peace and stability of this world.	Every adult, no matter whether has he children or not, is to contribute in peace and stability of this world.	semantics	Verb_pattern
Every day I listen to different kind of music and see one or may be two films on the Internet.	Every day I listen different kind of music and see one or may be two films on the Internet.	semantics	Verb_pattern
Every day you should study and be betterthan yesterday.	Every day you should learn and be betterthan yesterday.	semantics	Word_choice
Every day you should learn and become becometterthan yesterday.	Every day you should learn and be betterthan yesterday.	semantics	Word_choice
Every man in society should know about them, too, for example, what food should he eat for keeping the body healthy.	Every man in society should know about them, too, for example, what food should he eat for keeping his organism healthy.	semantics	Word_choice
Every person nowadays facing these problems.	Every person nowadays facing with these problems.	semantics	Verb_pattern
Everybody loves watching films and listen to the music as it makes people happy in daily routine and sometimes even give power to do another step.	Everybody loves watch films and listen to the music as it makes people happy in daily routine and sometimes even give power to do another step.	semantics	Verb_pattern
Everyone should care about his or her health and should not let technology play the biggest role in their life.	Everyone should care his or her health and should not let technology play the biggest role in their life.	semantics	Verb_pattern
Everyone, I suppose, remember lots of nursery rhymes which they learned when they were small children, but it seems to be impossible to recall anything from older ages of your life.	Everyone, I suppose, remember lots of children's poetries which they learned when they were small children, but it seems to be impossible to recall anything from older ages of your life.	semantics	Word_choice
Exactly, on these taxes poor countries live.	Exactly, by these taxes poor countries live.	semantics	Verb_pattern
Expressviag your poviat of view via words, pictures and music gives you an opportunity to tell millions of people your ideas .	Expressviag your poviat of view via words, pictures and music gives you an opportunity to tell your ideas to the millions.	semantics	Verb_pattern
a reform of this kind has been carried out in Germany.	Extremely alike reform has been carried out in Germany.	semantics	Word_choice
Eyes become dry and red, people lose eyesight and have to wear glasses.	Eyes become dry and red, people see worse and have to wear glasses.	semantics	Word_choice
Families in which parents are busy with themselves or spend all their time trying to meet both ends meet are very unlikely to take time to play and talk with their children.	Families in which parents are busy with themselves or spend all their time trying to make both ends make are very unlikely to take time to play and talk with their children.	semantics	Word_choice
Families in which parents are busy with themselves or spend all their time trying to make both ends make are very unlikely to find time to play and talk with their children.	Families in which parents are busy with themselves or spend all their time trying to make both ends make are very unlikely to take time to play and talk with their children.	semantics	Word_choice
Families spend less , and less time together , and that is the reason why young people may fail to obtain valuable moral principles , and to learn to underst, and the difference between "good" , and "bad".	Families spend less , and less time together , and that is the reason why young people may fail to obtain valuable moral principles , and learn to underst, and the difference between "good" , and "bad".	semantics	Verb_pattern
failures can influence our our minds and disturb us from  enjoying  our lives.	failures can influence on our minds and disturb us from  enjoying  our lives.	semantics	Verb_pattern
Female graduates got 30% and 70% got male According to the table there men was a lot more	Female graduates were 30% and 70% were male According to the table there men was a lot more	semantics	Word_choice
Women, who now leverage their overcoming the gender gap, are often blamed by their husbands to underestimate the importance of  calm atmosphere in family.	Women, who now leverage from decline of the gender gap, are often blamed by their husbands to underestimate the importance of  calm atmosphere in family.	semantics	Word_choice
Figure skating, swimming and hockey - all these facilities are available in early childhood and help to develop relationships between a and healthy way of life.	Figure skating, swimming and hockey - all these facilities are allowed in early childhood and help to develop relationships between a and healthy way of life.	semantics	Word_choice
Finally the problem narrows down to the fact that parents do not give to their children attention which students need.	Finally the problem consists of the fact that parents do not give to their children attention which students need.	semantics	Word_choice
Finally the problem consists of the fact that parents do not give their children attention which students need.	Finally the problem consists of the fact that parents do not give to their children attention which students need.	semantics	Verb_pattern
Finthelly it dropped to the sttherted vthelue of 70 billion in 2002.	Finthelly it dropped to the sttherted vthelue of 70 billion in 2002.	semantics	Word_choice
Finally, it will help with the problem of migration from small cities. Usually people athe not intethested in working for small local businessmen, it is mothe attractive for them to work for famous company, that can secuthe their job.	Finally, it will help with the problem of migration from small cities. Usually people athe not intethested in working on small local businessmen, it is mothe attractive for them to work for famous company, that can secuthe their job.	semantics	Verb_pattern
Finally, I think these two country incomparable and are different way of development.	Finally, I think these two country incomparable and have got two different way of development.	semantics	Word_choice
Finally, downloading illegal copies should also be prevented.	Finally, downloading of illegal copies should also be prevented.	semantics	Verb_pattern
Finally, having a good job and being a high-paid worker is very important for men forobecause a good job gives you a possibility for become a respected person, meanwhile, money will give you a possibility for buy everything you want and make presents for family and friends.	Finally, having a good job and being a high-paid worker is very important for men forobecause a good job gives a possibility for become a respected person, meanwhile, money will give you a possibility for buy everything you want and make presents for family and friends.	semantics	Verb_pattern
Finally, in the UK all four types of book market are approximately stable and were at one financial level from 1.8 to 2.6 billion dollars.	Finally, in the UK all four types of book market are approximately stable and place at one financial level from 1.8 to 2.6 billion dollars.	semantics	Word_choice
Finally, in the UK all four types of book market are approximately stable and place at the same financial level from 1.8 to 2.6 billion dollars.	Finally, in the UK all four types of book market are approximately stable and place at one financial level from 1.8 to 2.6 billion dollars.	semantics	Word_choice
Finally, in certain regions stereotypes made some professions only one sex orientated.	Finally, in certain regions stereotypes made some professions only one sex-oriented.	semantics	Word_choice
Finally, parents can supress their children sometimes and make them do only what they want, making parents' dreams come true.	Finally, parents can supress their children sometimes and make them to do only what they want, making parents' dreams come true.	semantics	Verb_pattern
Finally, people usually offer low-quality copies which can make a bad impression on the audience , and people will not get true emotions , and feelings.	Finally, people usually offer low-quality copies which can badly impress the audience , and people will not get true emotions , and feelings.	semantics	Word_choice
Finally, people who are over 49  go to university for interest as a rule.	Finally, people who are over 49  go to university for interest like rules.	semantics	Word_choice
Finally, personally I thinkthat pirate copies have many advantages and it really bad to persecute for that, because sometimes without them authors can lose money.	Finally, personally I thinkthat pirate copies have many advantages and it really bad to persecute for that, because sometimes it can't provide to money loses for creator.	semantics	Word_choice
Finally, teachers shall help teenagers to become better and not just punish them for every mistake that they make.	Finally, teachers shall help teenagers becoming better and not just punish them for every mistake that they make.	semantics	Verb_pattern
Finally, the age group above 40 years of age varies from 15% of people involved in science to 45% in arts which is the highest percentage for this kind of courses.	Finally, the age group from 40 years old and above varies from 15% of people involved in science to 45% in arts which is the highest percentage for this kind of courses.	semantics	Word_choice
Finally, the graph illustrates nearly the same proportion of using Instagram and LinkedIn among 30- to 49-year-old adults , namely, by 25 and 31 percent respectively.	Finally, the graph illustrates nearly the same proportion of using Instagram and LinkedIn among 30- to 49-year-old adults and shows 25 and 31 percent respectively.	semantics	Word_choice
Finally, there are a number of relevant examples when a person gets to an unwanted environment, but remains self-confident and does not go the wrong way.	Finally, there are a number of relevant examples when a person gets to an unwanted environment, but remains self-confident and does not take up the wrong way.	semantics	Word_choice
Finally, unpaid community services help government  save  money.	Finally, unpaid community services help government to save  money.	semantics	Verb_pattern
Finally, children are our future, therefore,  for us important to make them good members of the society.	Finally, children are our future, therefore,  for us important make them good members of the society.	semantics	Verb_pattern
First of all, we can see a tendency towards the decrease of printed book's market.	First of all, we can see a tendency of falling of printed book's market.	semantics	Word_choice
First and foremost, we  can see that the sales of print books in two014 were 10.5 billion dollars, that  approximately two times more than the sales of the eBooks, that  were 5.5 billion dollars.	First and foremost, we  can see that the development of print books in two014 were 10.5 billion dollars, that  approximately two times more than the development of the eBooks, that  were 5.5 billion dollars.	semantics	Word_choice
First and foremost, we  can see that the sales of print books in two014 were 10.5 billion dollars, that  approximately two times more than the sales of the eBooks, that  were 5.5 billion dollars.	First and foremost, we  can see that the development of print books in two014 were 10.5 billion dollars, that  approximately two times more than the development of the eBooks, that  were 5.5 billion dollars.	semantics	Word_choice
First and foremost, accepting equal number of people of different sex breaks the modern system of entering of the university which is based mostly on knowledge, will and labour of every student.	First and foremost, accepting equal number of people of different sex breaks the modern system of entering of the university which is based mostly on knowledge, will and labour of every student.	semantics	Verb_pattern
First and foremost, the first features and attitude toward people appear in the childhood when a toddler is able only to walk and say some words.	First and foremost, the first features and attitude toward people appear in the childhood when a toddler has a capability only to walk and say some words.	semantics	Word_choice
First of all, I would point out the time economy which is relevant to be emphasized as one of the pros of air travel.	First of all, I would point out the time economy which is relevant to be emphasized as one of the pros of air transportation.	semantics	Word_choice
First of all, prohibition some kinds of travelling and decrease the number of flights can lead to many personal problems between people.	First of all, banning some kinds of travelling and decrease the number of flights can lead to many personal problems between people.	semantics	Word_choice
First of all, teachers should always try to modify the ways they explain something.	First of all, teachers should always try to variate the ways they explain something.	semantics	Word_choice
First of all I consider the should improve the of air , and water because these things are necessary for human's , and they must not do harm to us us.	First of all I consider the should improve the of air , and water because these things are necessary for human's , and they must not bring damage to us.	semantics	Verb_pattern
First of all, I suppose that people must have an opportunity to use airplanes because it help us to use airplanes.	First of all, I suppose that people must have an opportunity to travel because it help us to travel.	semantics	Word_choice
First of all, I think that such type of social activity could help young people  improve their communicating skills and make their adaptation in society much easier.	First of all, I think that such type of social activity could help young people to improve their communicating skills and make their adaptation in society much easier.	semantics	Verb_pattern
First of all, a lot of scientific researches in the sphere of man and women psychology exist, which prove the the fact of different understanding the same situations between male and female.	First of all, a lot of scientific researchers in the sphere of man and women psychology exist, which prove the the fact of different understanding the same situations between male and female.	semantics	Word_choice
First of all, according to the statistics, much more poisonous gases and exhaust fumes are produced by cars, due to this fact it will be more useful to introduce more laws to reduce the number  of cars , which is constantly rising nowadays.	First of all, according to the statistics, much more poisonous gases and exhaust fumes are produced by cars, due to this fact it will be more useful to introduce more laws to reduce amount of cars , which is constantly rising nowadays.	semantics	Word_choice
First of all, after reducing the amount of business and tourist air travel any government will not be able to provide other means of transport and save the level of convenience.	First of all, after reducing the amount of business and tourist air travel any government will not be able to provide some transport instead and save the level of convenience.	semantics	Word_choice
First of all, as life has become harder for young people, support and love have gotten to be very important in helping them maintain their emotional calmness.	First of all, as life has become harder for young people, support and love get very important in helping them maintain their emotional calmness.	semantics	Verb_pattern
First of all, creating a movie or recording an audio track takes lots of money, as well as time.	First of all, creating of a movie or recording an audio track takes lots of money, as well as time.	semantics	Verb_pattern
First of all, devices allow us to stay home as much as possible.	First of all, devices allow to stay home as much as possible.	semantics	Verb_pattern
First of all, if governments allow people who call themselves artists to express themselves in whichever may they like, that will provide an unstoppable chaos because then anyone just by proclaiming that he is artist will be at liberty to do whatever he likes calling his actions art.	First of all, if governments allow people who call themselves artists to express themselves in whichever may they like, that will provide an unstoppable chaos because then anyone just by proclaiming that he is artist will have a liberty to do whatever he likes calling his actions art.	semantics	Word_choice
First of all, if we speak of equality of men and women we should note that this also means that women could not do some work which does not suit them (carry heavy things).	First of all, if we speak of equality of men and women we should make a notice that this also means that women could not do some work which does not suit them (carry heavy things).	semantics	Word_choice
First of all, it is crucial for young people to keep in touch with nature because, for instance, if a child gets lost in the forest, he or she will not be able to recognize the right location with no basic knowledge of nature.	First of all, it is crucial for young people to keep in touch with nature because, for instance, if a child gets lost in the forest, he or she will not be able to recognize the right location without some basic knowledge of nature.	semantics	Word_choice
First of all, it is necessary to say something about cost-cutting strategies in big companies.	First of all, it is necessary to say about cost-cutting strategies in big companies.	semantics	Verb_pattern
First of all, it is not a secret that nowadays there are a lot of programmes for downloading and listening to music, which can be installed on mobile phones.	First of all, it is not a secret that nowadays there are a lot of programmes for downloading and listening music, which can be installed on mobile phones.	semantics	Verb_pattern
First of all, it is noticeable that in all regions in 2000 the number of girls without education took more than a half.	First of all, it is noticeable that in all regions in 2000 the share of girls without education took more than a half.	semantics	Word_choice
First of all, it is noticeable that in all regions in 2000 the share of girls without education was more than a half.	First of all, it is noticeable that in all regions in 2000 the share of girls without education took more than a half.	semantics	Word_choice
First of all, it is eye problems.	First of all, it is pain in eyes.	semantics	Word_choice
First of all, it ruins the limitations on watching or listening to the content that can be found in this kind of Internet sources.	First of all, it ruins the limitations on watching or listening the content that can be found in this kind of Internet sources.	semantics	Verb_pattern
First of all, knowing a foreign language is absolutely necessary nowadays.	First of all, knowing of foreign language is absolutely necessary nowadays.	semantics	Verb_pattern
First of all, learning a foreign language consists not only of the class work.	First of all, learning a foreign language consists not only from the class work.	semantics	Verb_pattern
First of all, let's look for the stforistic for the age of 16-24.	First of all, let look for the stforistic for the age of 16-24.	semantics	Verb_pattern
First of all, let us take a look on the situation in the sector of hotel and catering, we can see a tendency of downward interests of younger people 18-25 in this sphere.	First of all, let take a look on the situation in the sector of hotel and catering, we can see a tendency of downward interests of younger people 18-25 in this sphere.	semantics	Verb_pattern
First of all, male concentrate on subjects, whereas women switch their own and boys' attention to feelings and may do not pay necessary attention to the process of studying.	First of all, male concentrate on subjects, whereas women distract boys and themselves on feelings and may do not pay necessary attention to the process of studying.	semantics	Word_choice
First of all, many people say that the reason for teenage criminality is the development of the internet and technology, which allows youngsters to buy guns and cold weapons without any control.	First of all, many people say that the reason for teenage criminality is the development of the internet and technology, which allows youngsters buy guns and cold weapons without any control.	semantics	Verb_pattern
First of all my country does fund the movies but as is true for any sort of funding especially in art and movies are a kind of art one can't expect the final product to be great if one invested their money unwisely.	First of all my country does fund the movies but as holds for any sort of funding especially in art and movies are a kind of art one can't expect the final product to be great if one invested their money unwisely.	semantics	Word_choice
First of all, no one can argue that buildings' functionality has always been the main reason of their existence.	First of all, no one can argue that buildings' productivity has always been the main reason of their existence.	semantics	Word_choice
First of all, our duty is to safe the planet from our own existence and it seems reasonable to cut off the amount of air travel.	First of all, our duty is to safe the planet from our own existence and it seems reasonable to cut the amount of air travel.	semantics	Verb_pattern
First of all, people do this  without telling the author of original music.	First of all, people do this  without telling to the author of original music.	semantics	Verb_pattern
First of all, people should change their lifestyle to a more physically active toe.	First of all, people should change their lifestyle on a more physically active one.	semantics	Verb_pattern
First of all, people who consider themselves as citizens of some country obviously expect the government to provide them with all the help in a condition that they need it.	First of all, people who consider themselves citizens of some country obviously expect the government to provide them with all the help in a condition that they need it.	semantics	Verb_pattern
First of all, physical activities make people's bodies stronger, that is why organism can protect their bodies from many illnesses.	First of all, physical activities make people's bodies stronger, that is why organism can protect many illnesses.	semantics	Verb_pattern
First of all, public anger - who will refuse to eat bananas, oranges and pineapples in favour of our cucumbers and tomatoes?	First of all, public anger - who will refuse eating bananas, oranges and pineapples in favour of our cucumbers and tomatoes?	semantics	Verb_pattern
First of all, schools often do not take duringto account student's life background, their personal problems during the process of education.	First of all, schools often do not take into account student's life background, their personal problems in the process of education.	semantics	Word_choice
First of forll, sports fornd fitness forre for positive forresue for personforl heforlth fornd , fors for result, for public heforlth.	First of all, sports and fitness are a positive aresue for personal health and , as a result, a public health.	semantics	Word_choice
First of all, supporting the idea of increasing the number of sports facilities, it must be said that the result of this measure can be seen by researches who care about the activity and life expectancy of people shows the real effect of such measure.	First of all, supporting the idea of increasing the number of sports facilities, it must be said that the result of this measure can be seen by researches who care about the activity and life longevity of people shows the real effect of such measure.	semantics	Word_choice
First of all, the USA's benefit from print books in 2014 accounted for 10,5 billion of US dollars, while nearly the half of this amount of money was received from eBook trade (5,5 billion).	First of all, the USA's benefit from print books in 2014 consisted 10,5 billion of US dollars, while nearly the half of this amount of money was received from eBook trade (5,5 billion).	semantics	Word_choice
First of all, the USA's benefit from print books in 2014 consisted 10,5 billion of US dollars, while nearly the half of this amount  was received from eBook trade (5,5 billion).	First of all, the USA's benefit from print books in 2014 consisted 10,5 billion of US dollars, while nearly the half of this amount of money was received from eBook trade (5,5 billion).	semantics	Word_choice
First of all,  bigger number of  sport facilities can solve  situation with  health, because it's a good way of giving people different opportunities.	First of all,  bigger number of  sport facilities can solve  situation with  health, because it's a good way of giving people different opportunities.	semantics	Word_choice
First of all, the difference between the number of male and female studying a certain subject in a university can be caused not by the policy of this university but the natural interest of various genders in various fields of knowledge.	First of all, the difference between the number of male and female studying a certain subject in a university can be caused not by the politics of this university but the natural interest of various genders in various fields of knowledge.	semantics	Word_choice
First of all, the main reason of such result is that our characteristics we are born with depend completely on  ancestors'  DNA.	First of all, the main reason of such result is that our characteristics we are born with depend completly from ancestors'  DNA.	semantics	Verb_pattern
First of all, there are basic human rights which claim that any travel should be free, no matter for what purposes.	First of all, there are basic human rights which claim that any travel should be free, despite the purposes.	semantics	Word_choice
First of all, they argument that every work must be paid, and the biggest part of artists salary is the sum of money that they gained when someone buying their product.	First of all, they argument that every work must have the salary, and the biggest part of artists salary is the sum of money that they gained when someone buying their product.	semantics	Word_choice
First of all, to fight thefts we need to punish not only the ones who are downloading this from the Internet, rather than punish those who are copying , and after this, spreading and sharing those materials illegally, because those people are most likely committing the crime, not the other ones who are just taking the maximum from a free-place like an Internet.	First of all, to fight with thefts we need to punish not only the ones who are downloading this from the Internet, rather than punish those who are copying , and after this, spreading and sharing those materials illegally, because those people are most likely committing the crime, not the other ones who are just taking the maximum from a free-place like an Internet.	semantics	Verb_pattern
First of all, we face poverty in different countries.	First of all, we face to poverty in different countries.	semantics	Verb_pattern
First of all, we need to make parents really care about their children.	First of all, we need to make parents really caring about their children.	semantics	Verb_pattern
First of all when a multinational corporation comes to a new market especially if a developing economy is concerned it often starts offering less expensive products because of various technological advances applied in the manufacturing and cheaper workforce leaving no place for compete to mostly small local companies.	First of all when a multinational corporation comes to a new market especially if a developing economy is concerned it often starts offering less expensive products because of various technological advances applied at the manufacturing and cheaper workforce leaving no place for compete to mostly small local companies.	semantics	Verb_pattern
First of all, when you do sports, your body starts to work.	First of all, when you do sports, your body starts work.	semantics	Verb_pattern
First of all, work helps people to develop themselves and achieve something more than money.	First of all, work helps people develop themselves and achieve something more than money.	semantics	Verb_pattern
