texts_good	texts_bad	field	error_type
I totally disagree that people who share and download these files should be punished.	I totally disagree that people who share and download these files should panished.	discourse	Absence_comp_sent
I understand that technologies are improved every day and we cannot do anything about it.	I understand that technologies are improved every day and we cannot do anything.	discourse	Absence_comp_sent
I want to say that we see decrease in the amount of of children without access in all regions.	I want to say that we see decrease of children without access in all regions.	discourse	Absence_comp_sent
I will call people those those are 0-14 years old - young people, those those are 15-59 years old - middle-aged people and those those are 60+ years old - retired people.	I will call people those those are 0-14 years - young people, those those are 15-59 years - middle-aged people and those those are 60+ years - retired people.	discourse	Absence_comp_sent
I will call people those those are 0-14 years old - young people, those those are 15-59 years old - middle-aged people and those those are 60+ years old - retired people.	I will call people those those are 0-14 years - young people, those those are 15-59 years - middle-aged people and those those are 60+ years - retired people.	discourse	Absence_comp_sent
I will call people those those are 0-14 years old - young people, those those are 15-59 years old - middle-aged people and those those are 60+ years old - retired people.	I will call people those those are 0-14 years - young people, those those are 15-59 years - middle-aged people and those those are 60+ years - retired people.	discourse	Absence_comp_sent
I will examine some of these arguments and give my own opinion  on whether countries should  share and sell their food  or not.	I will examine some of these arguments and give my own opinion  should countries share and sell their food  or not.	discourse	Absence_comp_sent
I would like to talk about various points of view on this topic.	I would like to talk about points of view on this topic.	discourse	Absence_comp_sent
I'd like to begin with the fact that, some people may think that it is a good idea to force high school students to participate in unpaid community services, because they could learn valuable lessons.	I'd like to begin with, some people may think that it is a good idea to force high school students to participate in unpaid community services, because they could learn valuable lessons.	discourse	Absence_comp_sent
I'd rather say yes to the first part.	I'd rather say yes.	discourse	Absence_explanation
I completely agree with the second opinion , and think that not all woman can be perfectly taught as engineers, constructors , and other professions requiring physical strength , and technical knowledge.	I completely agree with the second opinion , and think that not all woman can be perfectly taught as engineers, constructors , and other professions requiring physical , and technical knowledge.	discourse	Absence_explanation
I partly agree that by making more sport facilities the government will effect on public health.	I partly agree that making more sport facilities the government will effect on public health.	discourse	Absence_comp_sent
I've seen by myself how families are been literally ruined by the kid's drug usage: in many ways it can be prevented by government giving various opportunities for doing sports: sometimes children just don't know what to do with their time.	I've seen by myself how families are been literally ruined by the kid's drug usage: in many ways it can be prevented by government giving various sports doing opportunities: sometimes children just don't know what to do with their time.	discourse	Absence_comp_sent
It MUST BE PREVENTED for children to HAVE AN OPPURTUNItY TO SOCIALIZE IN SUCH PLACES.	It MUST BE PREVENTED THAT CHILDREN CAN HAVE AN OPPURTUNItY TO SOCIALIZE IN SUCH PLACES.	discourse	Absence_comp_sent
If a man wants to be a poet or a designer or a teacher it doesn't mean that he will grow up to be less masculine ; in the same fashion as the woman who chooses to study engineering or mathematics doesn't lose her femininity.	If a man wants to be a poet or a designer or a teacher it doesn't that he will grow up to be less masculine ; in the same fashion as the woman who chooses to study engineering or mathematics doesn't lose her femininity.	discourse	Absence_comp_sent
If a person does not have the money to buy a ticket or music disc, she or he can download it from the Internet as the Internet is associated with something that provides various types of information rapidly and mostly without payment.	If a person does not have the money to buy a ticket or music disc, she or he can download it from the Internet as the Internet is associated with something provides various types of information rapidly and mostly without payment.	discourse	Absence_comp_sent
If all small businesses stop functioning, our world will look like as if it has been  copied and pasted millions of times.	If all small businesses stop functioning, our world will be like copied and pasted millions of times.	discourse	Absence_comp_sent
If countries have money for spaceships but do not have high level of life, their governments are bad.	If countries have money for spaceships but do not have high level of life, it is bad goverment.	discourse	Absence_comp_sent
If countries will try to replace imported products by goods produced their people they will lose a lot of money and time.	If countries will try to replace imported products by produced their people they will lose a lot of money and time.	discourse	Absence_comp_sent
If governments insist on doing so, the result will be resentment and shrinking productivity of universities .	If governments insist on doing so, the result will resentment and shrinking productivity of universities .	discourse	Absence_comp_sent
If he or she is used to go to the or she cinema twice a month, he or she won't go the or shere more often or pay for films at home, just because he or she isn't ready to spend so much money.	If he is used to go to the cinema twice a month, he won't go there more often or pay for films at home, just because he isn't ready to spend so much money.	discourse	Absence_explanation
If he or she is used to go to the or she cinema twice a month, he or she won't go the or shere more often or pay for films at home, just because he or she isn't ready to spend so much money.	If he is used to go to the cinema twice a month, he won't go there more often or pay for films at home, just because he isn't ready to spend so much money.	discourse	Absence_explanation
If he or she is used to go to the or she cinema twice a month, he or she won't go the or shere more often or pay for films at home, just because he or she isn't ready to spend so much money.	If he is used to go to the cinema twice a month, he won't go there more often or pay for films at home, just because he isn't ready to spend so much money.	discourse	Absence_explanation
If he or she will be sitting in a proper position and far away from the computer screen just for ten minutes in hour, there will be less problems with the eyesight.	If he or she will be sitting in a proper position and far away from the computer just for ten minutes in hour, there will be less problems with the eyesight.	discourse	Absence_explanation
If in 2000 more than a half of the population were children whose were younger than years old, in 2050 the dominant share will be the people whose age between 15-59 years.	If in 2000 more than a half of the population were children whose no more than years old, in 2050 the dominant share will be the people whose age between 15-59 years.	discourse	Absence_comp_sent
If in 2000 more than a half of the population were children whose no more than years old, in 2050 the dominant share will be behind the people whose age be behindtween 15-59 years.	If in 2000 more than a half of the population were children whose no more than years old, in 2050 the dominant share will be the people whose age between 15-59 years.	discourse	Absence_comp_sent
If in Yakutsk the January temperature is about -40В°C, then in Rio de Janeiro about 26В°C.	If in Yakutsk the January temperature about -40В°C, then in Rio de Janeiro about 26В°C.	discourse	Absence_comp_sent
If in the city there are a lot of breathtaking buildings, a lot of people will want to see it and visit.	If in the city a lot of breathtaking buildings, a lot of people will want to see it and visit.	discourse	Absence_comp_sent
It is clear that  manufactured goods made up the largest part in all goods  transported by rail and road.	It is clear that  manufactured goods made up the largest part  transported by rail and road.	discourse	Absence_explanation
If government can reduce the number of people which fly because they used to do government.	If it can reduce the number of people which fly because they used to do it.	discourse	Absence_explanation
If it is only a work of art, it either will not be classified as a building, or the problem will not arise at all.	If it is only a work of art, it either will not be classified as a building, or will not appear at all.	discourse	Absence_explanation
If   in your childhood you were active, you will be active in adult life, too.	If   in your childhood you were active, you will be active.	discourse	Absence_explanation
If it is so, media makers have no resources or no motivation to do something.	If it so, media makers have no resources or no motivation to do something.	discourse	Absence_comp_sent
If if it was located on the outskirts of the cif ity, nobody go to this building, even if it will have a beautiful appearance.	If it was located on the outskirts of the city, nobody go to this building, even it will have a beautiful appearance.	discourse	Absence_comp_sent
If we look at the year 2050 // 2050, at first glance we can see that nothing changes.	If look at the year 2050 // 2050, at first glance we can see that nothing changes.	discourse	Absence_comp_sent
If nobody is responsible for the theft of music and films, other people will not have incentives to buy the original discs and will start to use pirate copies.	If nobody is responsible for the theft of music and films, other people will not have incentives to buy the original discs and start to use pirate copies.	discourse	Absence_comp_sent
If we observe this issue from a practical and realistic point of view, we clearly understand that universities will decline this idea because of its unproductivity and inefficiency.	If observe this issue from a practical and realistic point of view, we clearly understand that universities will decline this idea because of its unproductivity and inefficiency.	discourse	Absence_comp_sent
If one country restrict creative artists to do something, it will be have some problems because rest of the countries will be against of this.	If one country restrict creative artists to do something, it will have some problems because rest of the countries will against of this.	discourse	Absence_comp_sent
If people have a talent, usually they think about other similar simple people.	If people have a talent, usually they think other similar simple people.	discourse	Absence_comp_sent
If people will see on display of their TV such ads , they will think that a healthy life and going in for  sports is better than sitting at home.	If people will see on display their TV such ads , they will think that a healthy life and going in for  sports is better than sitting at home.	discourse	Absence_comp_sent
If people will use ecomaterial, oxygen will not end.	If people will use ecomaterial, oxygen not end.	discourse	Absence_comp_sent
If regions are compared, it can be seen that the number of girls and boys from Africa reduced from 23,7 to 18,2 million and from 20 to 14,5 million respectively , whereas the figure of South Asia's girls and boys by far decreased.	If regions are compared, it can be seen that the number of girls and boys from Africa reduced from 23,7 to 18,2 and from 20 to 14,5 respectively , whereas the figure of South Asia's girls and boys by far decreased.	discourse	Absence_explanation
If someone steals a car at 16 and then we give him 20 years of prison then when he lives there, he will be agressive and more criminal because he did not get education and so on.	If someone steals a car at 16 and then we give him 20 years of prison then when he lives there, he will be agressive and more criminal because did not get education and so on.	discourse	Absence_comp_sent
If the or shey do something wrong, it is important stop the or shem and explain why what they are doing is wrong and what be with him it he or she will do it in the future.	If the or shey do something wrong, it is important stop the or shem and explain why is wrong and what be with him it he or she will do it in the future.	discourse	Absence_explanation
If they are the aircrafts which can move 1000 and more people, it could be a solution.	If the aircrafts which can move 1000 and more people, it could be a solution.	discourse	Absence_comp_sent
If , he govermen would decide o increase spors faciliies , he promoion of spors may no  work.	If , he govermen would decide o increase spors faciliies , he promoion of spors may no  work.	discourse	Absence_comp_sent
If the procedure of the exams could be improved, so that scholarship stayed the same every year and the results could be used  two or three years after taking the exams, gap years would become possible to be taken by many people.	If the procedure of the exams could be improved, so scholarship stayed the same every year and the results could be used  two or three years after taking the exams, gap years would become possible to be taken by many people.	discourse	Absence_comp_sent
If they become so successful,  it means thin they do their job the best way possible in the market and no one invented better scheme to make the same kind of product.	If they become so successful,  it means thin they do their job the best in the market and no one invented better scheme to make the same kind of product.	discourse	Absence_comp_sent
If they do not see how often people training, how it is interesting and exciting, they will immediately stop to think that the sports training is important for them.	If they do not see how often people training, how it is interesting and exciting, they will immediately stop to think that the sports training importan for them.	discourse	Absence_comp_sent
If thhas rule has followed, the situation will be fair because there are no difference what gender a person has - the main requirement has about hhas or her talent and abilities.	If thhas rule has followed, the situation will fair because there are no difference what gender a person has - the main requirement has about hhas or her talent and abilities.	discourse	Absence_comp_sent
If we are talking about problems, that were mensioned in this essay, it must be said that screens are getting safer for eyes every year and the harmful effects of microwaves is being reduced as hardly as it is possible.	If we are talking about problems, that were mensioned in this essay, it must be said that screens are getting safer for eyes every year and microwaves and redusing as hardly as it is possible.	discourse	Absence_explanation
If we are talking about sthis problemting lifestyle of children, this problem should be solved only by their parents.	If we are talking about sitting lifestyle of children, it should be solved only by their parents.	discourse	Absence_explanation
If we can produce some extra products during the year, them will be useful for our neighbors to exchange them on their extra products.	If we can produce some products during the year, them will be useful for our neighbors to exchange them on their products.	discourse	Absence_explanation
If we compare both groups, it can be seen that during the period the proportion of countryside users of the Internet grew dramatically, while urban and suburban users seemed to stop in their rapid growth in 2002.	If we compare both groups, it can be seen that during the period the proportion of countryside users of the Internet grew dramatically, while urban and suburban users seemed to stop a rapid growth in 2002.	discourse	Absence_comp_sent
If we compare women result with as men's time in as giving term in 2012 it's clear that men's time is more asn twice as much as womens time.	If we compare women result with as men's time in as giving term in 2012 it's clear that men's time is more asn twice much as womens time.	discourse	Absence_comp_sent
If we go throughout the Russian history, we will find a period in the 60s when the people and the country needed cheap and effective places to live , so Soviet architects created whole districts of the same buildings later to be known as 'khruschovki'.	If we go throughout the Russian history, we will find a period in the 60s when the people and the country needed cheap and effective places to live , so Soviet architects created whole districts of the same buildings later be known as 'khruschovki'.	discourse	Absence_comp_sent
If we have a closer look at this question , we can see the real problems in this case.	If we have a look at this question , we can see the real problems in this case.	discourse	Absence_explanation
If we increase the penalties only for certain crimes, then how should we choose for which ones?	If we increase the penalties only for certain crimes, then how should we choose which ones?	discourse	Absence_comp_sent
If we look at females graduates we can see a tendency of getting undergraduate diploma and bachelor's degree.	If we look at females we can see a tendency of getting undergraduate diploma and bachelor's degree.	discourse	Absence_comp_sent
If we look at the USA market, it is obvious that this market was the largest among the four countries in 2014, with 10,5 billion dollars revenue from printed copies and 5,5 from eBook.	If we look at the USA market, it is obvious that this market was the largest among the four countries in 2014, with 10,5 billion dollars from printed copies and 5,5 from eBook.	discourse	Absence_explanation
If we look at the sports and health courses, we will see that people of the youngest age from the graphs are not fond of health care and the percentage of attendance dropped to only 15 per cent.	If we look at the sports and health courses, we will see that the youngest age from the graphs are not fond of health care and the percentage of attendance dropped to only 15 per cent.	discourse	Absence_explanation
If we look at the next chart, we can see that the average number of the boys and the girls in Canada became more active than they used to be in 1990 (approximately in 20 percents).	If we look at the next chart, we can see that the average of the boys and the girls in Canada became more active than they used to be in 1990 (approximately in 20 percents).	discourse	Absence_explanation
If we look at the next chart, we can see that the average of the boys and the girls in Canada became more active than they used to be in 1990 (their amount has grown by approximately 20 percents).	If we look at the next chart, we can see that the average of the boys and the girls in Canada became more active than they used to be in 1990 (approximately in 20 percents).	discourse	Absence_comp_sent
If we reduced support for local biness we would cut ourselves from opportunity them to grow and to suggest  a potential product that could be incredible and great.	If we reduce from local biness we would cut ourselves from opportunity them to grow and to suggest  a potential product that could be incredible and great.	discourse	Absence_comp_sent
If we talked about developed countries the main reason for such behaviour seems to be that young people think that money is the only important thing in the world, but they do not believe that education will give them the desired money and because of that they do not believe in its' importance.	If we talked about developed countries the main reason for such behaviour seems to be that young people think that money is the only important thing in the world, but do not believe that education will give them the desired money and because of that do not believe in its' importance.	discourse	Absence_comp_sent
If we want to accept equal numbers of male and female students, we will be obliged to force some humans enter the faculty that does not suit them.	If we want to accept equal numbers of male and female students, we will be obliged to force some humans enter in the wrong way.	discourse	Absence_explanation
If we did not pay for any of artists' works  we are ruin their lives because they would not have enough money to do something for our pleasure.	If we did not pay for any of artists' works  we are ruin their lives because they would not have enough money to do something pleasure.	discourse	Absence_explanation
If you are looking at everything with a smile you'll feel yourself better and so will people around you.	If you are looking at everything with a smile you'll feel yourself better and so people around you.	discourse	Absence_comp_sent
If you are men, you will never be a stylist, a model.	If you are men, you never be a stylist, a model.	discourse	Absence_comp_sent
If you think others produce for for free then you have to do the same thing work for free.	If you think others produce for free then you have to do the same thing work free.	discourse	Absence_comp_sent
If to achieve example: a boy who was born on harm with a strong desire to become a scientist or an astronaut he would do everything to achieve his dream and eventually his dream will come true.	If for example: a boy who was born on harm with a strong desire to become a scientist or an astronaut he would do everything for his dream and eventually his dream will come true.	discourse	Absence_explanation
In 1940 in Japan there were only 5 percent of people aged 65 and over.	In 1940 in Japan were only 5 percent of people aged 65 and over.	discourse	Absence_comp_sent
In 1940, the percentage of old people was between 5 and 10, but in 2040 it will be about 25 percentage in every country expecting.	In 1940, the percentage of old people was between 5 and 10, but in 2040 is about 25 percentage in every country expecting.	discourse	Absence_comp_sent
In 1940, the percentage of older population in the USA and Sweden was nearly 10%, in contrast in Japan it was only 5%.	In 1940, the percentage of older population was nearly 10%, in contrast in Japan it was only 5%.	discourse	Absence_explanation
In 1970 China had only 60 percent of energy from fossil fuels and in 2015 it peaked at 90 percent.	In 1970 China had only 60 percent of energy from fossil and in 2015 it peaked at 90 percent.	discourse	Absence_explanation
In 1979 12 million people traveled abroad from the UK.	In 1979 visits from UK were 12 millions.	discourse	Absence_explanation
In 1980 the percentage difference of income in Japan accounted for 35%.	In 1980 the income in Japan accounted for 35%.	discourse	Absence_comp_sent
In 1985, it made up only 12% for girls and 11% for boys , whereas it accounted for 14% and 12% respectively% in 1990.	In 1985, it made up only 12% for girls and 11% for boys , whereas 14% and 12% in 1990.	discourse	Absence_comp_sent
In 1985 the percentage of obese girls was 11%, whereas for boys the percentage was a little bit higher (12 %).	In 1985 the percentage of obese girls was 11%, whereas for boys the percentage was a little bit higher (12).	discourse	Absence_explanation
In 1985 the percentage of obese girls was 11%, whereas for boys the percentage was a little bit higher (12%).	In 1985 the percentage of obese girls was 11%, whereas for boys the percentage was a little bit higher (12).	discourse	Absence_explanation
In 1990 the percentages of physically active girls and boys was little, 51 and 57 percent.	In 1990 the percentages of physically active girls and boys was little, 51 and 57.	discourse	Absence_explanation
In 1990 the percentage of visits for the purpose of study and finding new information remains the same (10 percent), whereas in 2000 the proportion of people using libraries for studying is only 2 percent and for finding information - 20 percent.	In 1990 the purpose of study and finding new information remains the same (10 percent), whereas in 2000 the proportion of people using libraries for studying is only 2 percent and for finding information - 20 percent.	discourse	Absence_explanation
In 1995 the amount of overweight children of both genders was equal to each other.	In 1995 the amount of overweight children was equal to each other.	discourse	Absence_explanation
In 1995 the percentage of boys and girls were equal  at more than 15%.	In 1995 the percentage of boys and girls were equal  more than 15%.	discourse	Absence_comp_sent
In 1999, about 70% of women received undergraduate diploma, which was the biggest gender difference in number for females among all the types of qualification.	In 1999, about 70% of women received undergraduate diploma, which was the biggest gender difference for females among all the types of qualification.	discourse	Absence_comp_sent
In 1999 its number of minutes of local calls reached its higher position of 90 billion minutes.	In 1999 its number of minutes reached its higher position of 90 billion minutes.	discourse	Absence_explanation
In 1999 the percentage of the households which had Internet access in rural areas equalled approximinely  2%.	In 1999 the percentage of Internet connections in rural areas equalled approximinely  2%.	discourse	Absence_explanation
In 2000 43.7 million of children without education, but in 2012 it was better, also 32.7 million of kid (18.2 are girls, 14.5 are boys).	In 2000 43.7 million of children without education, but in 2012 is better, also 32.7 million of kid (18.2 are girls, 14.5 are boys).	discourse	Absence_comp_sent
In 2000 61,6% from all population are adult people, but in 2050 it will be 46,2%.	In 2000 61,6% from all population are adult people, but in 2050 it will only 46,2%.	discourse	Absence_comp_sent
In 2000, Yemen was a country with huge amounts of young people which number  is predictable to reduce to a 2050 by almost  13 per cent.	In 2000, Yemen was a country with huge amounts of young people which is predictable to reduce to a 2050 by almost  13 per cent.	discourse	Absence_comp_sent
In 2000, the number of young people in Yemen was at least in three times bigger  than Italy's ones , it remains so in 2050.	In 2000, Yemen's young people was at least in three times bigger  than Italy's ones , it remains so in 2050.	discourse	Absence_explanation
In 2000, Yemen's young people was at least in three times bigger  than this number in Italy , it remains so in 2050.	In 2000, Yemen's young people was at least in three times bigger  than Italy's ones , it remains so in 2050.	discourse	Absence_comp_sent
In 2000 about 20 million of South Asian girls could not get education and their number was approximately 2 times higher than boys' number but there has happened a great change by 2012 and their total amount decreased and was less than 10 million of children.	In 2000 about 20 million of South Asian girls could not get education and it was approximately 2 times higher than boys' number but there has happened a great change by 2012 and their total amount decreased and was less than 10 million of children.	discourse	Absence_explanation
In 2000,  the figures for Yemen stood 46,3% , and in 2050  will grew to about 57,3%.	In 2000,  the figures for Yemen stood 46,3% , and 2050  will grew to about 57,3%.	discourse	Absence_comp_sent
In 2000 the percentage of people aged between 15 and 59 was close to the percentage of children under 14, and in 2050 it will rise to 57.3% while children will be 37% of Yemen population.	In 2000 its percentage was close to the percentage of children under 14, and in 2050 it will rise to 57.3% while children will be 37% of Yemen population.	discourse	Absence_explanation
In 2000, more than half of all the people in Yemen aged were 0-14 years.	In 2000, more than half people in Yemen aged were 0-14 years.	discourse	Absence_comp_sent
In 2000, nearly a half of Yemen population was under 14 years old, and it is predicted to fall to 37%.	In 2000, nearly a half of Yemen population was under 14, and it is predicted to fall to 37%.	discourse	Absence_comp_sent
In 2000, the from 15 to 59 years old people has 61,6% , and it will drop to 46,2%.	In 2000, the from 15 to 59 years people has 61,6% , and it will drop to 46,2%.	discourse	Absence_comp_sent
In 2000, the from 15 to 59 years people was equal to 61,6% , and it will drop to 46,2%.	In 2000, the from 15 to 59 years people has 61,6% , and it will drop to 46,2%.	discourse	Absence_explanation
In 2000, a half of the Yemen's population were children younger than 14 years old, while in Italy this group covers only 14 years old,3% of the total population.	In 2000, a half of the Yemen's population were children younger than 14, while in Italy this group covers only 14,3% of the total population.	discourse	Absence_comp_sent
In 2000,  most people are  15-59 years old - 61,6% but in 2050 this number will decrease to 46,2%.	In 2000,  most people are  15-59 years old - 61,6% but in 2050 decrease to 46,2%.	discourse	Absence_comp_sent
In 2000 the number of children younger than 14 years achieved 50.1% and was the biggest one in Yemen, while in Italy this took only 14.3%.	In 2000 the number of children younger 14 years achieved 50.1% and was the biggest one in Yemen, while in Italy this took only 14.3%.	discourse	Absence_comp_sent
In 2000 the proportion of people aged 60 or more years old stood at only 36% in Yemen approximately 241% in Italy.	In 2000 the proportion of people aged 60 or more stood at only 36% in Yemen approximately 241% in Italy.	discourse	Absence_comp_sent
In 2000, there is a big difference in the amount of 60+ years old people: 3,6% in the percentage in Yemen and almost one forth of the whole population in Italy, which exceeds the percentage in Yemen in 8 times.	In 2000, there is a big difference in the amount of 60+ years old people: 3,6% in Yemen and almost one forth of the whole population in Italy, which exceeds Yemen in 8 times.	discourse	Absence_comp_sent
In 2000,  in Italy people in the age  from 15 to 59  comprise a bigger half, approximately 61,6 per cent.	In 2000,  in Italy people having the ages from 15 to 59  comprise a bigger half, approximately 61,6 per cent.	discourse	Absence_explanation
In 2000, in Yemen there are only 3,6% of% old people (60+ years old).	In 2000, in Yemen there are only 3,6% old people (60+ years old).	discourse	Absence_comp_sent
In 2002 the urban household Internet Access was at 50%, and then it was continuously rising.	In 2002 the urban household Internet Access was 50, and then it was continuously rising.	discourse	Absence_explanation
In 2002, 21.6 million of girls and 11.1 million of boys were without education, but after twelve years of government's work this situation is prove, more than three times, because there stayed 9.9 million of children (4.8 are girls and 5.1 are boys).	In 2002, 21.6 million of girls and 11.1 million of boys were without education, but after twelve years of government's work this situation is prove, more than three times, because stayed 9.9 million of children (4.8 are girls and 5.1 are boys).	discourse	Absence_comp_sent
In 2004 access to the Global Net reached the highest point in cities: more than 50% of urban households had Internet access.	In 2004 Global Net reached the highest point in cities: more than 50% of urban households had Internet access.	discourse	Absence_comp_sent
In 2005, unlike 1985, boys were more often obese than girls, despite the fact that they tended to work out more often during those 20 years.	In 2005, unlike 1985, boys were more obese than girls, despite the fact that they tended to work out more during those 20 years.	discourse	Absence_explanation
In 2008 12% machinery, 25% manufactured goods 25%%, metals 35%-	In 2008 12% machinery, 25 manufactured goods 25%, metals 35%-	discourse	Absence_explanation
In 2008, 35 percent of metals were transported by railway and only 11 percent were transported by road.	In 2008, 35 percent of metals were transported by railway and only 11 percent by road.	discourse	Absence_comp_sent
In 2008 it  became 120 billion dollars for developed countries and 60 billion dollars  for developit g.	In 2008 it  became 120 billion dollars for developed countries and 60 for developit g.	discourse	Absence_explanation
In 2011 there was a significant boom of investment in developed countries, while the maximum of investment in developing countries there was in 2012.	In 2011 was a significant boom of investment in developed countries, while the maximum of investment in developing countries was in 2012.	discourse	Absence_comp_sent
In 2012 the number of children without access to primary school education in Africa dropped to 32 millions, also same the number reached in South Asia in 2000.	In 2012 the number of children without access to primary school education in Africa dropped to 32 millions, also same the number reached South Asia in 2000.	discourse	Absence_comp_sent
In 2012  South Asia had the lowest amount of children without access to primary school education, 9.9 million respectively.	In 2012  South Asia had the lowest amount of children without access to primary school education, 9.9 millions.	discourse	Absence_explanation
In 2012, doing sport was the most popular activity for young people.	In 2012, doing sport was the most popular for young people.	discourse	Absence_comp_sent
In 2013 the worldwide investment was only 214 billion of dollars .	In 2013 the worldwide investment was only 214.	discourse	Absence_comp_sent
In 2014 the Middle East has similar to Northern Africa's high unemployment rate of 11%.	In 2014 the Middle East has similar to Northern Africa's high unemployment rate of 11.	discourse	Absence_explanation
In 2014 the worldwide rate was 5.9 percent and in 2015 the worldwide rate also was 5.9 percent.	In 2014 it was 5.9 percent and in 2015 it also was 5.9 percent.	discourse	Absence_explanation
In 2014 printeded: 2,6 billions the eBook sales value amounted to: 1,8 billions, in 2018 printeded: 2 and the eBook sales value amounted to 2,3 billion.	In 2014 printeded: 2,6 billions eBook: 1,8 billions, in 2018 printeded: 2 and eBook 2,3 billion.	discourse	Absence_explanation
In 2 billion US dollars014 printeded: 2 billion US dollars,6 billions eBook: 1,8 billions, in 2 billion US dollars018 printeded: 2 billion US dollars and eBook 2 billion US dollars,3 billion.	In 2014 printeded: 2,6 billions eBook: 1,8 billions, in 2018 printeded: 2 and eBook 2,3 billion.	discourse	Absence_explanation
In 2014 printeded: 2,6 billions the eBook sales value will amount to: 1,8 billions, in 2018 printeded: 2 and the eBook sales value will amount to 2,3 billion.	In 2014 printeded: 2,6 billions eBook: 1,8 billions, in 2018 printeded: 2 and eBook 2,3 billion.	discourse	Absence_explanation
In 2014 there were 7,5% of people wthe percentagehout job, but the percentage rised in 2015 by 0,4%, giving 7,9% of unemployment rate in EU.	In 2014 there were 7,5% of people without job, but it rised in 2015 by 0,4%, giving 7,9% of unemployment rate in EU.	discourse	Absence_explanation
In 2014 the usage of eBooks was less than the print ones .	In 2014 the usage of eBooks less than print .	discourse	Absence_comp_sent
In 2014 it was 7,5% and in 2015 began 7,9%.	In 2014 was 7,5% and in 2015 began 7,9%.	discourse	Absence_comp_sent
In 2014: the USA wthes the letheder of book printed mtherket: it accounted for 10:5 billions US dollthers for the print book thend 5:5 billions US dollthers for the eBook.	In 2014: the USA wthes the letheder of book printed mtherket: it accounted for 10:5 billions US dollthers for the printing thend 5:5 billions US dollthers for the eBook.	discourse	Absence_explanation
In 2015 the highest percentage number was 87% in China and the lowest was 15% in Sweden.	In 2015 the highest was 87% in China and the lowest was 15% in Sweden.	discourse	Absence_explanation
in 2018 prognosis that eBook sales value increase for tree billion and print book fall for the same number.	in 2018 prognosis that eBook value increase for tree billion and print book fall for the same number.	discourse	Absence_explanation
In 2050, in Yemen and Italy 15-59 years old people will be the significant part of the population.	In 2050, in Yemen and Italy 15-59 years will be the significant part of the population.	discourse	Absence_comp_sent
In 2050, the number of people older than 60 years will increase from 24,1% to 42,3%.	In 2050, increase old people who have 60+ years from 24,1% to 42,3%.	discourse	Absence_comp_sent
In 2050, the in Italy will be older, because the of people of 60+ years old old rise and the of people of 15-59 years old old the decrease.	In 2050, the in Italy will be older, because the of 60+ years old old rise and the of 15-59 years old old the decrease.	discourse	Absence_comp_sent
In 2050, the in Italy will be older, because the of people of 60+ years old old rise and the of people of 15-59 years old old the decrease.	In 2050, the in Italy will be older, because the of 60+ years old old rise and the of 15-59 years old old the decrease.	discourse	Absence_comp_sent
In 2050, populations of Italy will decrease in the proportion of people who younger 14.	In 2050, populations of Italy will decrease qvantity of people who younger 14.	discourse	Absence_comp_sent
In 2050, populations of Italy will decrease qvantity of people who will be younger than  14 years old.	In 2050, populations of Italy will decrease qvantity of people who younger 14.	discourse	Absence_explanation
In 2050 the percentage of people, who are in range of 15-59 years old will decrease and take the number of 46,2%.	In 2050 the percentage of people, who in range of 15-59 years old will decrease and take the number of 46,2%.	discourse	Absence_comp_sent
In 2050, there will be more than 57% of people from 15 to 59 years old in Yemen, while in Italy there will be only 46% of them.	In 2050, there will be more than 57% of people from 15 to 59 in Yemen, while in Italy there will be only 46% of them.	discourse	Absence_comp_sent
For 25-34 and 35-44 age groups women's' data levelled off.	In 25-34 and 35-44 women's' data levelled off.	discourse	Absence_explanation
In the 3rd of these categories we can see a tendency that there are more men than women who has skilled vacational, postgraduate and master's degree).	In the 3rd of these categories we can see a tendency that there are more men than women (skilled vocational, postgraduate, and master's).	discourse	Absence_explanation
In the period 55-64 women were a little bit more active- 55,4 minutes while men spent only 52,7.	In 55-64 women were a little bit more active- 55,4 minutes while men spent only 52,7.	discourse	Absence_comp_sent
From 65-74 the graph is rising and after that it is falling.	From 65-74 the graph is rising and after that is falling.	discourse	Absence_comp_sent
In Africa 43.7 million children without access to primary school education in 2000 , by contrast in the rest of the world there were- 13.3 million children.	In Africa 43.7 million children without access to primary school education in 2000 , by contrast in the rest of the world - 13.3 million children.	discourse	Absence_comp_sent
In Africa the number of children without access to education was very high both in 2000 and 2012 years.	In Africa the number of non-educated children was very high both in 2000 and 2012 years.	discourse	Absence_explanation
In Africa the unemployment reached its peak of 12,5% and remained steady until 2015, but the same cannot be said about the situation in the Middle East, where the the unemployment rate decline over the period.	In Africa the unemployment reached its peak of 12,5 and remained steady until 2015, but the same cannot be said about the situation in the Middle East, where the the unemployment rate decline over the period.	discourse	Absence_explanation
In Australia the minority of women working in agriculture was just 15%.	In Australia the minority of women working in agriculture was just 15.	discourse	Absence_explanation
In Brazil the highest temperature was recorded in January, it was about 30В°C, and in Russia highest point is 25В°C in July.	In Brazil the highest temperature recorded in January, it was about 30В°C, and in Russia highest point is 25В°C in July.	discourse	Absence_comp_sent
In China the  print market value will fall from 4.8 billion to 4,2 billions, although eBook market was to double.	In China the  print market will fall from 4.8 billion to 4,2 billions, although eBook market was to double.	discourse	Absence_explanation
In China the  print market will fall from 4.8 billion to 4,2 billions, although that of eBook market was to double.	In China the  print market will fall from 4.8 billion to 4,2 billions, although eBook market was to double.	discourse	Absence_comp_sent
